vendor_part_no,period_month,store_region,qty,sales_dollars,avg_price
BI100112,2024-07,MTN,43,1077.58,25.06
BI100112,2024-07,PSW,50,1253.0,25.06
BI100112,2024-07,PNW,54,1353.24,25.06
BI100112,2024-08,NE,42,1052.52,25.06
BI100112,2024-08,MA,49,1227.94,25.06
BI100112,2024-08,SE,49,1227.94,25.06
BI100112,2024-08,MW,53,1328.18,25.06
BI100112,2024-08,TX,50,1253.0,25.06
BI100112,2024-08,MTN,41,1027.46,25.06
BI100112,2024-08,PSW,43,1077.58,25.06
BI100112,2024-08,PNW,51,1278.06,25.06
BI100112,2024-09,NE,36,902.16,25.06
BI100112,2024-09,MA,41,1027.46,25.06
BI100112,2024-09,SE,46,1152.76,25.06
BI100112,2024-09,MW,48,1202.88,25.06
BI100112,2024-09,TX,55,1378.3,25.06
BI100112,2024-09,MTN,38,952.28,25.06
BI100112,2024-09,PSW,40,1002.4,25.06
BI100112,2024-09,PNW,46,1152.76,25.06
BI100112,2024-10,NE,34,852.04,25.06
BI100112,2024-10,MA,39,977.34,25.06
BI100112,2024-10,SE,42,1052.52,25.06
BI100112,2024-10,MW,44,1102.64,25.06
BI100112,2024-10,TX,44,1102.64,25.06
BI100112,2024-10,MTN,34,852.04,25.06
BI100112,2024-10,PSW,41,1027.46,25.06
BI100112,2024-10,PNW,45,1127.7,25.06
BI100112,2024-11,NE,30,751.8,25.06
BI100112,2024-11,MA,41,1027.46,25.06
BI100112,2024-11,SE,37,927.22,25.06
BI100112,2024-11,MW,38,952.28,25.06
BI100112,2024-11,TX,43,1077.58,25.06
BI100112,2024-11,MTN,32,801.92,25.06
BI100112,2024-11,PSW,40,1002.4,25.06
BI100112,2024-11,PNW,38,952.28,25.06
BI100112,2024-12,NE,32,801.92,25.06
BI100112,2024-12,MA,42,1052.52,25.06
BI100112,2024-12,SE,40,1002.4,25.06
BI100112,2024-12,MW,42,1052.52,25.06
BI100112,2024-12,TX,44,1102.64,25.06
BI100112,2024-12,MTN,33,826.98,25.06
BI100112,2024-12,PSW,36,902.16,25.06
BI100112,2024-12,PNW,38,952.28,25.06
BI100112,2025-01,NE,30,751.8,25.06
BI100112,2025-01,MA,40,1002.4,25.06
BI100112,2025-01,SE,41,1027.46,25.06
BI100112,2025-01,MW,42,1052.52,25.06
BI100112,2025-01,TX,45,1127.7,25.06
BI100112,2025-01,MTN,33,826.98,25.06
BI100112,2025-01,PSW,36,902.16,25.06
BI100112,2025-01,PNW,42,1052.52,25.06
BI100112,2025-02,NE,35,877.1,25.06
BI100112,2025-02,MA,46,1152.76,25.06
BI100112,2025-02,SE,45,1127.7,25.06
BI100112,2025-02,MW,47,1177.82,25.06
BI100112,2025-02,TX,48,1202.88,25.06
BI100112,2025-02,MTN,38,952.28,25.06
BI100112,2025-02,PSW,38,952.28,25.06
BI100112,2025-02,PNW,42,1052.52,25.06
BI100112,2025-03,NE,35,877.1,25.06
BI100112,2025-03,MA,47,1177.82,25.06
BI100112,2025-03,SE,47,1177.82,25.06
BI100112,2025-03,MW,47,1177.82,25.06
BI100112,2025-03,TX,52,1303.12,25.06
BI100112,2025-03,MTN,43,1077.58,25.06
BI100112,2025-03,PSW,45,1127.7,25.06
BI100112,2025-03,PNW,50,1253.0,25.06
BI100112,2025-04,NE,39,977.34,25.06
BI100112,2025-04,MA,48,1202.88,25.06
BI100112,2025-04,SE,47,1177.82,25.06
BI100112,2025-04,MW,50,1253.0,25.06
BI100112,2025-04,TX,58,1453.48,25.06
BI100112,2025-04,MTN,41,1027.46,25.06
BI100112,2025-04,PSW,51,1278.06,25.06
BI100112,2025-04,PNW,54,1353.24,25.06
BI100112,2025-05,NE,45,1127.7,25.06
BI100112,2025-05,MA,55,1378.3,25.06
BI100112,2025-05,SE,56,1403.36,25.06
BI100112,2025-05,MW,54,1353.24,25.06
BI100112,2025-05,TX,63,1578.78,25.06
BI100112,2025-05,MTN,44,1102.64,25.06
BI100112,2025-05,PSW,52,1303.12,25.06
BI100112,2025-05,PNW,54,1353.24,25.06
BI100112,2025-06,NE,45,1127.7,25.06
BI100112,2025-06,MA,52,1303.12,25.06
BI100112,2025-06,SE,57,1428.42,25.06
BI100112,2025-06,MW,53,1328.18,25.06
BI100112,2025-06,TX,60,1503.6,25.06
BI100112,2025-06,MTN,46,1152.76,25.06
BI100112,2025-06,PSW,49,1227.94,25.06
BI100112,2025-06,PNW,59,1478.54,25.06
BI100112,2025-07,NE,47,1177.82,25.06
BI100112,2025-07,MA,54,1353.24,25.06
BI100112,2025-07,SE,53,1328.18,25.06
BI100112,2025-07,MW,56,1403.36,25.06
BI100112,2025-07,TX,63,1578.78,25.06
BI100112,2025-07,MTN,44,1102.64,25.06
BI100112,2025-07,PSW,51,1278.06,25.06
BI100112,2025-07,PNW,54,1353.24,25.06
BI100112,2025-08,NE,39,977.34,25.06
BI100112,2025-08,MA,52,1303.12,25.06
BI100112,2025-08,SE,48,1202.88,25.06
BI100112,2025-08,MW,52,1303.12,25.06
BI100112,2025-08,TX,59,1478.54,25.06
BI100112,2025-08,MTN,44,1102.64,25.06
BI100112,2025-08,PSW,51,1278.06,25.06
BI100112,2025-08,PNW,51,1278.06,25.06
BI100112,2025-09,NE,36,902.16,25.06
BI100112,2025-09,MA,45,1127.7,25.06
BI100112,2025-09,SE,47,1177.82,25.06
BI100112,2025-09,MW,49,1227.94,25.06
BI100112,2025-09,TX,51,1278.06,25.06
BI100112,2025-09,MTN,40,1002.4,25.06
BI100112,2025-09,PSW,45,1127.7,25.06
BI100112,2025-09,PNW,51,1278.06,25.06
BI100112,2025-10,NE,34,852.04,25.06
BI100112,2025-10,MA,41,1027.46,25.06
BI100112,2025-10,SE,46,1152.76,25.06
BI100112,2025-10,MW,45,1127.7,25.06
BI100112,2025-10,TX,46,1152.76,25.06
BI100112,2025-10,MTN,40,1002.4,25.06
BI100112,2025-10,PSW,43,1077.58,25.06
BI100112,2025-10,PNW,45,1127.7,25.06
BI100112,2025-11,NE,32,801.92,25.06
BI100112,2025-11,MA,43,1077.58,25.06
BI100112,2025-11,SE,41,1027.46,25.06
BI100112,2025-11,MW,45,1127.7,25.06
BI100112,2025-11,TX,45,1127.7,25.06
BI100112,2025-11,MTN,39,977.34,25.06
BI100112,2025-11,PSW,43,1077.58,25.06
BI100112,2025-11,PNW,45,1127.7,25.06
BI100112,2025-12,NE,33,826.98,25.06
BI100112,2025-12,MA,42,1052.52,25.06
BI100112,2025-12,SE,39,977.34,25.06
BI100112,2025-12,MW,40,1002.4,25.06
BI100112,2025-12,TX,50,1253.0,25.06
BI100112,2025-12,MTN,38,952.28,25.06
BI100112,2025-12,PSW,43,1077.58,25.06
BI100112,2025-12,PNW,46,1152.76,25.06
BI100119,2024-01,NE,52,4943.64,95.07
BI100119,2024-01,MA,51,4848.57,95.07
BI100119,2024-01,SE,39,3707.73,95.07
BI100119,2024-01,MW,68,6464.76,95.07
BI100119,2024-01,TX,54,5133.78,95.07
BI100119,2024-01,MTN,48,4563.36,95.07
BI100119,2024-01,PSW,42,3992.94,95.07
BI100119,2024-01,PNW,55,5228.85,95.07
BI100119,2024-02,NE,61,5799.27,95.07
BI100119,2024-02,MA,58,5514.06,95.07
BI100119,2024-02,SE,49,4658.43,95.07
BI100119,2024-02,MW,75,7130.25,95.07
BI100119,2024-02,TX,54,5133.78,95.07
BI100119,2024-02,MTN,52,4943.64,95.07
BI100119,2024-02,PSW,46,4373.22,95.07
BI100119,2024-02,PNW,54,5133.78,95.07
BI100119,2024-03,NE,66,6274.62,95.07
BI100119,2024-03,MA,56,5323.92,95.07
BI100119,2024-03,SE,50,4753.5,95.07
BI100119,2024-03,MW,86,8176.02,95.07
BI100119,2024-03,TX,67,6369.69,95.07
BI100119,2024-03,MTN,60,5704.2,95.07
BI100119,2024-03,PSW,50,4753.5,95.07
BI100119,2024-03,PNW,64,6084.48,95.07
BI100119,2024-04,NE,73,6940.11,95.07
BI100119,2024-04,MA,69,6559.83,95.07
BI100119,2024-04,SE,52,4943.64,95.07
BI100119,2024-04,MW,89,8461.23,95.07
BI100119,2024-04,TX,67,6369.69,95.07
BI100119,2024-04,MTN,64,6084.48,95.07
BI100119,2024-04,PSW,54,5133.78,95.07
BI100119,2024-04,PNW,69,6559.83,95.07
BI100119,2024-05,NE,74,7035.18,95.07
BI100119,2024-05,MA,73,6940.11,95.07
BI100119,2024-05,SE,55,5228.85,95.07
BI100119,2024-05,MW,94,8936.58,95.07
BI100119,2024-05,TX,67,6369.69,95.07
BI100119,2024-05,MTN,66,6274.62,95.07
BI100119,2024-05,PSW,63,5989.41,95.07
BI100119,2024-05,PNW,69,6559.83,95.07
BI100119,2024-06,NE,73,6940.11,95.07
BI100119,2024-06,MA,65,6179.55,95.07
BI100119,2024-06,SE,62,5894.34,95.07
BI100119,2024-06,MW,89,8461.23,95.07
BI100119,2024-06,TX,68,6464.76,95.07
BI100119,2024-06,MTN,68,6464.76,95.07
BI100119,2024-06,PSW,63,5989.41,95.07
BI100119,2024-06,PNW,77,7320.39,95.07
BI100119,2024-07,NE,77,7320.39,95.07
BI100119,2024-07,MA,75,7130.25,95.07
BI100119,2024-07,SE,56,5323.92,95.07
BI100119,2024-07,MW,96,9126.72,95.07
BI100119,2024-07,TX,74,7035.18,95.07
BI100119,2024-07,MTN,68,6464.76,95.07
BI100119,2024-07,PSW,60,5704.2,95.07
BI100119,2024-07,PNW,76,7225.32,95.07
BI100119,2024-08,NE,68,6464.76,95.07
BI100119,2024-08,MA,68,6464.76,95.07
BI100119,2024-08,SE,58,5514.06,95.07
BI100119,2024-08,MW,91,8651.37,95.07
BI100119,2024-08,TX,65,6179.55,95.07
BI100119,2024-08,MTN,64,6084.48,95.07
BI100119,2024-08,PSW,58,5514.06,95.07
BI100119,2024-08,PNW,64,6084.48,95.07
BI100119,2024-09,NE,68,6464.76,95.07
BI100119,2024-09,MA,64,6084.48,95.07
BI100119,2024-09,SE,48,4563.36,95.07
BI100119,2024-09,MW,77,7320.39,95.07
BI100119,2024-09,TX,63,5989.41,95.07
BI100119,2024-09,MTN,56,5323.92,95.07
BI100119,2024-09,PSW,52,4943.64,95.07
BI100119,2024-09,PNW,61,5799.27,95.07
BI100119,2024-10,NE,62,5894.34,95.07
BI100119,2024-10,MA,58,5514.06,95.07
BI100119,2024-10,SE,48,4563.36,95.07
BI100119,2024-10,MW,71,6749.97,95.07
BI100119,2024-10,TX,66,6274.62,95.07
BI100119,2024-10,MTN,54,5133.78,95.07
BI100119,2024-10,PSW,52,4943.64,95.07
BI100119,2024-10,PNW,60,5704.2,95.07
BI100119,2024-11,NE,62,5894.34,95.07
BI100119,2024-11,MA,56,5323.92,95.07
BI100119,2024-11,SE,45,4278.15,95.07
BI100119,2024-11,MW,69,6559.83,95.07
BI100119,2024-11,TX,60,5704.2,95.07
BI100119,2024-11,MTN,53,5038.71,95.07
BI100119,2024-11,PSW,47,4468.29,95.07
BI100119,2024-11,PNW,54,5133.78,95.07
BI100119,2024-12,NE,60,5704.2,95.07
BI100119,2024-12,MA,57,5418.99,95.07
BI100119,2024-12,SE,46,4373.22,95.07
BI100119,2024-12,MW,69,6559.83,95.07
BI100119,2024-12,TX,56,5323.92,95.07
BI100119,2024-12,MTN,54,5133.78,95.07
BI100119,2024-12,PSW,46,4373.22,95.07
BI100119,2024-12,PNW,57,5418.99,95.07
BI100119,2025-01,NE,55,5228.85,95.07
BI100119,2025-01,MA,55,5228.85,95.07
BI100119,2025-01,SE,42,3992.94,95.07
BI100119,2025-01,MW,75,7130.25,95.07
BI100119,2025-01,TX,59,5609.13,95.07
BI100119,2025-01,MTN,51,4848.57,95.07
BI100119,2025-01,PSW,48,4563.36,95.07
BI100119,2025-01,PNW,60,5704.2,95.07
BI100119,2025-02,NE,34,3232.38,95.07
BI100119,2025-02,MA,32,3042.24,95.07
BI100119,2025-02,SE,26,2471.82,95.07
BI100119,2025-02,MW,45,4278.15,95.07
BI100119,2025-02,TX,33,3137.31,95.07
BI100119,2025-02,MTN,32,3042.24,95.07
BI100119,2025-02,PSW,27,2566.89,95.07
BI100119,2025-02,PNW,33,3137.31,95.07
BI100119,2025-03,NE,39,3707.73,95.07
BI100119,2025-03,MA,35,3327.45,95.07
BI100119,2025-03,SE,28,2661.96,95.07
BI100119,2025-03,MW,50,4753.5,95.07
BI100119,2025-03,TX,35,3327.45,95.07
BI100119,2025-03,MTN,36,3422.52,95.07
BI100119,2025-03,PSW,30,2852.1,95.07
BI100119,2025-03,PNW,40,3802.8,95.07
BI100119,2025-04,NE,38,3612.66,95.07
BI100119,2025-04,MA,41,3897.87,95.07
BI100119,2025-04,SE,33,3137.31,95.07
BI100119,2025-04,MW,51,4848.57,95.07
BI100119,2025-04,TX,39,3707.73,95.07
BI100119,2025-04,MTN,36,3422.52,95.07
BI100119,2025-04,PSW,33,3137.31,95.07
BI100119,2025-04,PNW,38,3612.66,95.07
BI100119,2025-05,NE,83,7890.81,95.07
BI100119,2025-05,MA,77,7320.39,95.07
BI100119,2025-05,SE,59,5609.13,95.07
BI100119,2025-05,MW,102,9697.14,95.07
BI100119,2025-05,TX,75,7130.25,95.07
BI100119,2025-05,MTN,68,6464.76,95.07
BI100119,2025-05,PSW,64,6084.48,95.07
BI100119,2025-05,PNW,72,6845.04,95.07
BI100119,2025-06,NE,80,7605.6,95.07
BI100119,2025-06,MA,78,7415.46,95.07
BI100119,2025-06,SE,64,6084.48,95.07
BI100119,2025-06,MW,105,9982.35,95.07
BI100119,2025-06,TX,82,7795.74,95.07
BI100119,2025-06,MTN,71,6749.97,95.07
BI100119,2025-06,PSW,62,5894.34,95.07
BI100119,2025-06,PNW,73,6940.11,95.07
BI100119,2025-07,NE,77,7320.39,95.07
BI100119,2025-07,MA,70,6654.9,95.07
BI100119,2025-07,SE,64,6084.48,95.07
BI100119,2025-07,MW,104,9887.28,95.07
BI100119,2025-07,TX,80,7605.6,95.07
BI100119,2025-07,MTN,69,6559.83,95.07
BI100119,2025-07,PSW,59,5609.13,95.07
BI100119,2025-07,PNW,83,7890.81,95.07
BI100119,2025-08,NE,78,7415.46,95.07
BI100119,2025-08,MA,71,6749.97,95.07
BI100119,2025-08,SE,55,5228.85,95.07
BI100119,2025-08,MW,101,9602.07,95.07
BI100119,2025-08,TX,78,7415.46,95.07
BI100119,2025-08,MTN,66,6274.62,95.07
BI100119,2025-08,PSW,64,6084.48,95.07
BI100119,2025-08,PNW,75,7130.25,95.07
BI100119,2025-09,NE,68,6464.76,95.07
BI100119,2025-09,MA,66,6274.62,95.07
BI100119,2025-09,SE,58,5514.06,95.07
BI100119,2025-09,MW,86,8176.02,95.07
BI100119,2025-09,TX,68,6464.76,95.07
BI100119,2025-09,MTN,65,6179.55,95.07
BI100119,2025-09,PSW,57,5418.99,95.07
BI100119,2025-09,PNW,70,6654.9,95.07
BI100119,2025-10,NE,70,6654.9,95.07
BI100119,2025-10,MA,61,5799.27,95.07
BI100119,2025-10,SE,51,4848.57,95.07
BI100119,2025-10,MW,79,7510.53,95.07
BI100119,2025-10,TX,70,6654.9,95.07
BI100119,2025-10,MTN,60,5704.2,95.07
BI100119,2025-10,PSW,54,5133.78,95.07
BI100119,2025-10,PNW,60,5704.2,95.07
BI100119,2025-11,NE,67,6369.69,95.07
BI100119,2025-11,MA,62,5894.34,95.07
BI100119,2025-11,SE,48,4563.36,95.07
BI100119,2025-11,MW,81,7700.67,95.07
BI100119,2025-11,TX,61,5799.27,95.07
BI100119,2025-11,MTN,55,5228.85,95.07
BI100119,2025-11,PSW,47,4468.29,95.07
BI100119,2025-11,PNW,65,6179.55,95.07
BI100119,2025-12,NE,57,5418.99,95.07
BI100119,2025-12,MA,55,5228.85,95.07
BI100119,2025-12,SE,48,4563.36,95.07
BI100119,2025-12,MW,74,7035.18,95.07
BI100119,2025-12,TX,62,5894.34,95.07
BI100119,2025-12,MTN,53,5038.71,95.07
BI100119,2025-12,PSW,47,4468.29,95.07
BI100119,2025-12,PNW,55,5228.85,95.07
BI100126,2024-01,NE,68,12614.0,185.5
BI100126,2024-01,MA,64,11872.0,185.5
BI100126,2024-01,SE,56,10388.0,185.5
BI100126,2024-01,MW,51,9460.5,185.5
BI100126,2024-01,TX,53,9831.5,185.5
BI100126,2024-01,MTN,58,10759.0,185.5
BI100126,2024-01,PSW,70,12985.0,185.5
BI100126,2024-01,PNW,55,10202.5,185.5
BI100126,2024-02,NE,78,14469.0,185.5
BI100126,2024-02,MA,68,12614.0,185.5
BI100126,2024-02,SE,58,10759.0,185.5
BI100126,2024-02,MW,58,10759.0,185.5
BI100126,2024-02,TX,60,11130.0,185.5
BI100126,2024-02,MTN,63,11686.5,185.5
BI100126,2024-02,PSW,71,13170.5,185.5
BI100126,2024-02,PNW,57,10573.5,185.5
BI100126,2024-03,NE,85,15767.5,185.5
BI100126,2024-03,MA,77,14283.5,185.5
BI100126,2024-03,SE,69,12799.5,185.5
BI100126,2024-03,MW,60,11130.0,185.5
BI100126,2024-03,TX,57,10573.5,185.5
BI100126,2024-03,MTN,63,11686.5,185.5
BI100126,2024-03,PSW,75,13912.5,185.5
BI100126,2024-03,PNW,59,10944.5,185.5
BI100126,2024-04,NE,90,16695.0,185.5
BI100126,2024-04,MA,86,15953.0,185.5
BI100126,2024-04,SE,73,13541.5,185.5
BI100126,2024-04,MW,61,11315.5,185.5
BI100126,2024-04,TX,69,12799.5,185.5
BI100126,2024-04,MTN,73,13541.5,185.5
BI100126,2024-04,PSW,88,16324.0,185.5
BI100126,2024-04,PNW,69,12799.5,185.5
BI100126,2024-05,NE,87,16138.5,185.5
BI100126,2024-05,MA,91,16880.5,185.5
BI100126,2024-05,SE,77,14283.5,185.5
BI100126,2024-05,MW,68,12614.0,185.5
BI100126,2024-05,TX,65,12057.5,185.5
BI100126,2024-05,MTN,79,14654.5,185.5
BI100126,2024-05,PSW,95,17622.5,185.5
BI100126,2024-05,PNW,71,13170.5,185.5
BI100126,2024-06,NE,97,17993.5,185.5
BI100126,2024-06,MA,92,17066.0,185.5
BI100126,2024-06,SE,73,13541.5,185.5
BI100126,2024-06,MW,66,12243.0,185.5
BI100126,2024-06,TX,65,12057.5,185.5
BI100126,2024-06,MTN,73,13541.5,185.5
BI100126,2024-06,PSW,103,19106.5,185.5
BI100126,2024-06,PNW,68,12614.0,185.5
BI100126,2024-07,NE,88,16324.0,185.5
BI100126,2024-07,MA,92,17066.0,185.5
BI100126,2024-07,SE,74,13727.0,185.5
BI100126,2024-07,MW,67,12428.5,185.5
BI100126,2024-07,TX,67,12428.5,185.5
BI100126,2024-07,MTN,76,14098.0,185.5
BI100126,2024-07,PSW,100,18550.0,185.5
BI100126,2024-07,PNW,72,13356.0,185.5
BI100126,2024-08,NE,89,16509.5,185.5
BI100126,2024-08,MA,85,15767.5,185.5
BI100126,2024-08,SE,71,13170.5,185.5
BI100126,2024-08,MW,67,12428.5,185.5
BI100126,2024-08,TX,64,11872.0,185.5
BI100126,2024-08,MTN,79,14654.5,185.5
BI100126,2024-08,PSW,91,16880.5,185.5
BI100126,2024-08,PNW,63,11686.5,185.5
BI100126,2024-09,NE,86,15953.0,185.5
BI100126,2024-09,MA,82,15211.0,185.5
BI100126,2024-09,SE,70,12985.0,185.5
BI100126,2024-09,MW,65,12057.5,185.5
BI100126,2024-09,TX,60,11130.0,185.5
BI100126,2024-09,MTN,67,12428.5,185.5
BI100126,2024-09,PSW,83,15396.5,185.5
BI100126,2024-09,PNW,65,12057.5,185.5
BI100126,2024-10,NE,80,14840.0,185.5
BI100126,2024-10,MA,77,14283.5,185.5
BI100126,2024-10,SE,64,11872.0,185.5
BI100126,2024-10,MW,57,10573.5,185.5
BI100126,2024-10,TX,58,10759.0,185.5
BI100126,2024-10,MTN,62,11501.0,185.5
BI100126,2024-10,PSW,75,13912.5,185.5
BI100126,2024-10,PNW,62,11501.0,185.5
BI100126,2024-11,NE,77,14283.5,185.5
BI100126,2024-11,MA,70,12985.0,185.5
BI100126,2024-11,SE,56,10388.0,185.5
BI100126,2024-11,MW,55,10202.5,185.5
BI100126,2024-11,TX,52,9646.0,185.5
BI100126,2024-11,MTN,58,10759.0,185.5
BI100126,2024-11,PSW,80,14840.0,185.5
BI100126,2024-11,PNW,51,9460.5,185.5
BI100126,2024-12,NE,72,13356.0,185.5
BI100126,2024-12,MA,64,11872.0,185.5
BI100126,2024-12,SE,57,10573.5,185.5
BI100126,2024-12,MW,55,10202.5,185.5
BI100126,2024-12,TX,53,9831.5,185.5
BI100126,2024-12,MTN,60,11130.0,185.5
BI100126,2024-12,PSW,73,13541.5,185.5
BI100126,2024-12,PNW,54,10017.0,185.5
BI100126,2025-01,NE,71,13170.5,185.5
BI100126,2025-01,MA,65,12057.5,185.5
BI100126,2025-01,SE,61,11315.5,185.5
BI100126,2025-01,MW,58,10759.0,185.5
BI100126,2025-01,TX,58,10759.0,185.5
BI100126,2025-01,MTN,64,11872.0,185.5
BI100126,2025-01,PSW,70,12985.0,185.5
BI100126,2025-01,PNW,56,10388.0,185.5
BI100126,2025-02,NE,105,19477.5,185.5
BI100126,2025-02,MA,112,20776.0,185.5
BI100126,2025-02,SE,86,15953.0,185.5
BI100126,2025-02,MW,93,17251.5,185.5
BI100126,2025-02,TX,93,17251.5,185.5
BI100126,2025-02,MTN,99,18364.5,185.5
BI100126,2025-02,PSW,115,21332.5,185.5
BI100126,2025-02,PNW,83,15396.5,185.5
BI100126,2025-03,NE,125,23187.5,185.5
BI100126,2025-03,MA,125,23187.5,185.5
BI100126,2025-03,SE,96,17808.0,185.5
BI100126,2025-03,MW,90,16695.0,185.5
BI100126,2025-03,TX,97,17993.5,185.5
BI100126,2025-03,MTN,96,17808.0,185.5
BI100126,2025-03,PSW,130,24115.0,185.5
BI100126,2025-03,PNW,100,18550.0,185.5
BI100126,2025-04,NE,136,25228.0,185.5
BI100126,2025-04,MA,128,23744.0,185.5
BI100126,2025-04,SE,106,19663.0,185.5
BI100126,2025-04,MW,97,17993.5,185.5
BI100126,2025-04,TX,101,18735.5,185.5
BI100126,2025-04,MTN,116,21518.0,185.5
BI100126,2025-04,PSW,143,26526.5,185.5
BI100126,2025-04,PNW,95,17622.5,185.5
BI100126,2025-05,NE,94,17437.0,185.5
BI100126,2025-05,MA,88,16324.0,185.5
BI100126,2025-05,SE,85,15767.5,185.5
BI100126,2025-05,MW,69,12799.5,185.5
BI100126,2025-05,TX,72,13356.0,185.5
BI100126,2025-05,MTN,84,15582.0,185.5
BI100126,2025-05,PSW,102,18921.0,185.5
BI100126,2025-05,PNW,69,12799.5,185.5
BI100126,2025-06,NE,99,18364.5,185.5
BI100126,2025-06,MA,101,18735.5,185.5
BI100126,2025-06,SE,81,15025.5,185.5
BI100126,2025-06,MW,72,13356.0,185.5
BI100126,2025-06,TX,79,14654.5,185.5
BI100126,2025-06,MTN,78,14469.0,185.5
BI100126,2025-06,PSW,105,19477.5,185.5
BI100126,2025-06,PNW,74,13727.0,185.5
BI100126,2025-07,NE,100,18550.0,185.5
BI100126,2025-07,MA,93,17251.5,185.5
BI100126,2025-07,SE,76,14098.0,185.5
BI100126,2025-07,MW,79,14654.5,185.5
BI100126,2025-07,TX,78,14469.0,185.5
BI100126,2025-07,MTN,76,14098.0,185.5
BI100126,2025-07,PSW,97,17993.5,185.5
BI100126,2025-07,PNW,80,14840.0,185.5
BI100126,2025-08,NE,92,17066.0,185.5
BI100126,2025-08,MA,96,17808.0,185.5
BI100126,2025-08,SE,77,14283.5,185.5
BI100126,2025-08,MW,69,12799.5,185.5
BI100126,2025-08,TX,76,14098.0,185.5
BI100126,2025-08,MTN,73,13541.5,185.5
BI100126,2025-08,PSW,104,19292.0,185.5
BI100126,2025-08,PNW,73,13541.5,185.5
BI100126,2025-09,NE,82,15211.0,185.5
BI100126,2025-09,MA,86,15953.0,185.5
BI100126,2025-09,SE,72,13356.0,185.5
BI100126,2025-09,MW,67,12428.5,185.5
BI100126,2025-09,TX,66,12243.0,185.5
BI100126,2025-09,MTN,74,13727.0,185.5
BI100126,2025-09,PSW,84,15582.0,185.5
BI100126,2025-09,PNW,67,12428.5,185.5
BI100126,2025-10,NE,78,14469.0,185.5
BI100126,2025-10,MA,85,15767.5,185.5
BI100126,2025-10,SE,65,12057.5,185.5
BI100126,2025-10,MW,64,11872.0,185.5
BI100126,2025-10,TX,60,11130.0,185.5
BI100126,2025-10,MTN,71,13170.5,185.5
BI100126,2025-10,PSW,86,15953.0,185.5
BI100126,2025-10,PNW,60,11130.0,185.5
BI100126,2025-11,NE,82,15211.0,185.5
BI100126,2025-11,MA,72,13356.0,185.5
BI100126,2025-11,SE,64,11872.0,185.5
BI100126,2025-11,MW,62,11501.0,185.5
BI100126,2025-11,TX,57,10573.5,185.5
BI100126,2025-11,MTN,66,12243.0,185.5
BI100126,2025-11,PSW,81,15025.5,185.5
BI100126,2025-11,PNW,62,11501.0,185.5
BI100126,2025-12,NE,73,13541.5,185.5
BI100126,2025-12,MA,72,13356.0,185.5
BI100126,2025-12,SE,63,11686.5,185.5
BI100126,2025-12,MW,55,10202.5,185.5
BI100126,2025-12,TX,55,10202.5,185.5
BI100126,2025-12,MTN,68,12614.0,185.5
BI100126,2025-12,PSW,78,14469.0,185.5
BI100126,2025-12,PNW,62,11501.0,185.5
BI100133,2024-01,NE,30,2290.2,76.34
BI100133,2024-01,MA,22,1679.48,76.34
BI100133,2024-01,SE,33,2519.22,76.34
BI100133,2024-01,MW,22,1679.48,76.34
BI100133,2024-01,TX,26,1984.84,76.34
BI100133,2024-01,MTN,21,1603.14,76.34
BI100133,2024-01,PSW,22,1679.48,76.34
BI100133,2024-01,PNW,23,1755.82,76.34
BI100133,2024-02,NE,30,2290.2,76.34
BI100133,2024-02,MA,24,1832.16,76.34
BI100133,2024-02,SE,32,2442.88,76.34
BI100133,2024-02,MW,25,1908.5,76.34
BI100133,2024-02,TX,27,2061.18,76.34
BI100133,2024-02,MTN,24,1832.16,76.34
BI100133,2024-02,PSW,23,1755.82,76.34
BI100133,2024-02,PNW,23,1755.82,76.34
BI100133,2024-03,NE,37,2824.58,76.34
BI100133,2024-03,MA,27,2061.18,76.34
BI100133,2024-03,SE,38,2900.92,76.34
BI100133,2024-03,MW,28,2137.52,76.34
BI100133,2024-03,TX,29,2213.86,76.34
BI100133,2024-03,MTN,26,1984.84,76.34
BI100133,2024-03,PSW,24,1832.16,76.34
BI100133,2024-03,PNW,28,2137.52,76.34
BI100133,2024-04,NE,41,3129.94,76.34
BI100133,2024-04,MA,26,1984.84,76.34
BI100133,2024-04,SE,41,3129.94,76.34
BI100133,2024-04,MW,30,2290.2,76.34
BI100133,2024-04,TX,31,2366.54,76.34
BI100133,2024-04,MTN,27,2061.18,76.34
BI100133,2024-04,PSW,27,2061.18,76.34
BI100133,2024-04,PNW,27,2061.18,76.34
BI100133,2024-05,NE,39,2977.26,76.34
BI100133,2024-05,MA,30,2290.2,76.34
BI100133,2024-05,SE,43,3282.62,76.34
BI100133,2024-05,MW,33,2519.22,76.34
BI100133,2024-05,TX,35,2671.9,76.34
BI100133,2024-05,MTN,29,2213.86,76.34
BI100133,2024-05,PSW,27,2061.18,76.34
BI100133,2024-05,PNW,33,2519.22,76.34
BI100133,2024-06,NE,42,3206.28,76.34
BI100133,2024-06,MA,28,2137.52,76.34
BI100133,2024-06,SE,41,3129.94,76.34
BI100133,2024-06,MW,32,2442.88,76.34
BI100133,2024-06,TX,36,2748.24,76.34
BI100133,2024-06,MTN,29,2213.86,76.34
BI100133,2024-06,PSW,27,2061.18,76.34
BI100133,2024-06,PNW,30,2290.2,76.34
BI100133,2024-07,NE,40,3053.6,76.34
BI100133,2024-07,MA,28,2137.52,76.34
BI100133,2024-07,SE,44,3358.96,76.34
