channel,product_ref,return_month,region,return_units,return_amount
retail,BI100119,2024-06,MW,2,190.14
retail,BI100119,2024-06,MTN,2,190.14
retail,BI100119,2024-06,PSW,1,95.07
retail,BI100119,2024-06,PNW,2,190.14
vet_clinic,BI100119,2024-06,NE,2,190.14
vet_clinic,BI100119,2024-06,MA,1,95.07
vet_clinic,BI100119,2024-06,MW,1,95.07
vet_clinic,BI100119,2024-06,TX,1,95.07
vet_clinic,BI100119,2024-06,MTN,1,95.07
ecom_national,CW500051,2024-07,NE,3,285.21
ecom_national,CW500051,2024-07,MA,2,190.14
ecom_national,CW500051,2024-07,SE,1,95.07
ecom_national,CW500051,2024-07,MW,3,285.21
ecom_national,CW500051,2024-07,TX,2,190.14
ecom_national,CW500051,2024-07,PSW,1,95.07
ecom_national,CW500051,2024-07,PNW,1,95.07
retail,BI100119,2024-07,NE,2,190.14
retail,BI100119,2024-07,MA,2,190.14
retail,BI100119,2024-07,MW,3,285.21
retail,BI100119,2024-07,TX,1,95.07
retail,BI100119,2024-07,MTN,1,95.07
retail,BI100119,2024-07,PSW,1,95.07
retail,BI100119,2024-07,PNW,2,190.14
vet_clinic,BI100119,2024-07,NE,1,95.07
vet_clinic,BI100119,2024-07,MA,1,95.07
vet_clinic,BI100119,2024-07,MW,2,190.14
vet_clinic,BI100119,2024-07,TX,1,95.07
vet_clinic,BI100119,2024-07,PNW,1,95.07
ecom_national,CW500051,2024-08,NE,2,190.14
ecom_national,CW500051,2024-08,MA,3,285.21
ecom_national,CW500051,2024-08,SE,3,285.21
ecom_national,CW500051,2024-08,MW,4,380.28
ecom_national,CW500051,2024-08,TX,3,285.21
ecom_national,CW500051,2024-08,MTN,2,190.14
ecom_national,CW500051,2024-08,PSW,2,190.14
ecom_national,CW500051,2024-08,PNW,2,190.14
retail,BI100119,2024-08,NE,1,95.07
retail,BI100119,2024-08,MA,2,190.14
retail,BI100119,2024-08,SE,1,95.07
retail,BI100119,2024-08,MW,2,190.14
retail,BI100119,2024-08,TX,1,95.07
retail,BI100119,2024-08,MTN,1,95.07
retail,BI100119,2024-08,PNW,1,95.07
vet_clinic,BI100119,2024-08,MA,1,95.07
vet_clinic,BI100119,2024-08,SE,1,95.07
vet_clinic,BI100119,2024-08,MTN,1,95.07
vet_clinic,BI100119,2024-08,PSW,1,95.07
ecom_national,CW500051,2024-09,NE,1,95.07
ecom_national,CW500051,2024-09,MA,1,95.07
ecom_national,CW500051,2024-09,SE,2,190.14
ecom_national,CW500051,2024-09,TX,2,190.14
ecom_national,CW500051,2024-09,MTN,1,95.07
ecom_national,CW500051,2024-09,PNW,1,95.07
retail,BI100119,2024-09,NE,1,95.07
retail,BI100119,2024-09,MA,1,95.07
retail,BI100119,2024-09,SE,1,95.07
retail,BI100119,2024-09,PSW,1,95.07
retail,BI100119,2024-09,PNW,1,95.07
vet_clinic,BI100119,2024-09,NE,1,95.07
vet_clinic,BI100119,2024-09,SE,1,95.07
vet_clinic,BI100119,2024-09,MW,1,95.07
vet_clinic,BI100119,2024-09,PNW,1,95.07
ecom_national,CW500051,2024-10,NE,3,285.21
ecom_national,CW500051,2024-10,MA,3,285.21
ecom_national,CW500051,2024-10,SE,2,190.14
ecom_national,CW500051,2024-10,MW,3,285.21
ecom_national,CW500051,2024-10,TX,3,285.21
ecom_national,CW500051,2024-10,MTN,1,95.07
ecom_national,CW500051,2024-10,PSW,2,190.14
retail,BI100119,2024-10,NE,1,95.07
retail,BI100119,2024-10,SE,1,95.07
retail,BI100119,2024-10,MW,2,190.14
retail,BI100119,2024-10,MTN,1,95.07
retail,BI100119,2024-10,PSW,1,95.07
retail,BI100119,2024-10,PNW,2,190.14
vet_clinic,BI100119,2024-10,NE,1,95.07
vet_clinic,BI100119,2024-10,MA,1,95.07
vet_clinic,BI100119,2024-10,SE,1,95.07
vet_clinic,BI100119,2024-10,TX,1,95.07
vet_clinic,BI100119,2024-10,MTN,1,95.07
ecom_national,CW500051,2024-11,NE,3,285.21
ecom_national,CW500051,2024-11,MA,1,95.07
ecom_national,CW500051,2024-11,SE,1,95.07
ecom_national,CW500051,2024-11,MW,3,285.21
ecom_national,CW500051,2024-11,TX,2,190.14
ecom_national,CW500051,2024-11,MTN,1,95.07
ecom_national,CW500051,2024-11,PSW,2,190.14
ecom_national,CW500051,2024-11,PNW,1,95.07
retail,BI100119,2024-11,NE,2,190.14
retail,BI100119,2024-11,SE,1,95.07
retail,BI100119,2024-11,TX,2,190.14
retail,BI100119,2024-11,MTN,1,95.07
retail,BI100119,2024-11,PSW,1,95.07
retail,BI100119,2024-11,PNW,1,95.07
vet_clinic,BI100119,2024-11,MA,1,95.07
vet_clinic,BI100119,2024-11,TX,1,95.07
vet_clinic,BI100119,2024-11,PNW,1,95.07
ecom_national,CW500051,2024-12,NE,2,190.14
ecom_national,CW500051,2024-12,MA,2,190.14
ecom_national,CW500051,2024-12,SE,2,190.14
ecom_national,CW500051,2024-12,MW,2,190.14
ecom_national,CW500051,2024-12,TX,1,95.07
ecom_national,CW500051,2024-12,MTN,2,190.14
ecom_national,CW500051,2024-12,PSW,1,95.07
ecom_national,CW500051,2024-12,PNW,2,190.14
retail,BI100119,2024-12,NE,1,95.07
retail,BI100119,2024-12,TX,1,95.07
retail,BI100119,2024-12,MTN,1,95.07
retail,BI100119,2024-12,PNW,1,95.07
vet_clinic,BI100119,2024-12,NE,1,95.07
vet_clinic,BI100119,2024-12,MA,1,95.07
vet_clinic,BI100119,2024-12,MW,1,95.07
vet_clinic,BI100119,2024-12,MTN,1,95.07
vet_clinic,BI100119,2024-12,PSW,1,95.07
ecom_national,CW500051,2025-01,NE,2,190.14
ecom_national,CW500051,2025-01,TX,2,190.14
ecom_national,CW500051,2025-01,MTN,2,190.14
ecom_national,CW500051,2025-01,PSW,2,190.14
ecom_national,CW500051,2025-01,PNW,1,95.07
retail,BI100119,2025-01,NE,1,95.07
retail,BI100119,2025-01,MA,1,95.07
retail,BI100119,2025-01,SE,1,95.07
retail,BI100119,2025-01,MW,1,95.07
retail,BI100119,2025-01,TX,2,190.14
retail,BI100119,2025-01,MTN,1,95.07
retail,BI100119,2025-01,PSW,1,95.07
retail,BI100119,2025-01,PNW,1,95.07
vet_clinic,BI100119,2025-01,NE,1,95.07
vet_clinic,BI100119,2025-01,MW,1,95.07
ecom_national,CW500051,2025-02,NE,1,95.07
ecom_national,CW500051,2025-02,TX,1,95.07
ecom_national,CW500051,2025-02,PNW,1,95.07
retail,BI100119,2025-02,NE,1,95.07
retail,BI100119,2025-02,MA,1,95.07
retail,BI100119,2025-02,MW,1,95.07
retail,BI100119,2025-02,PSW,1,95.07
vet_clinic,BI100119,2025-02,MW,1,95.07
vet_clinic,BI100119,2025-02,PSW,1,95.07
ecom_national,CW500051,2025-03,NE,1,95.07
ecom_national,CW500051,2025-03,MA,2,190.14
ecom_national,CW500051,2025-03,SE,1,95.07
ecom_national,CW500051,2025-03,MW,1,95.07
ecom_national,CW500051,2025-03,TX,1,95.07
ecom_national,CW500051,2025-03,MTN,2,190.14
ecom_national,CW500051,2025-03,PNW,2,190.14
retail,BI100119,2025-03,NE,1,95.07
retail,BI100119,2025-03,MA,1,95.07
retail,BI100119,2025-03,MW,1,95.07
retail,BI100119,2025-03,MTN,1,95.07
retail,BI100119,2025-03,PSW,1,95.07
retail,BI100119,2025-03,PNW,1,95.07
vet_clinic,BI100119,2025-03,MW,1,95.07
vet_clinic,BI100119,2025-03,TX,1,95.07
vet_clinic,BI100119,2025-03,MTN,1,95.07
ecom_national,CW500051,2025-04,NE,1,95.07
ecom_national,CW500051,2025-04,MA,1,95.07
ecom_national,CW500051,2025-04,SE,1,95.07
ecom_national,CW500051,2025-04,MW,2,190.14
ecom_national,CW500051,2025-04,PSW,1,95.07
ecom_national,CW500051,2025-04,PNW,1,95.07
retail,BI100119,2025-04,NE,1,95.07
retail,BI100119,2025-04,TX,1,95.07
retail,BI100119,2025-04,MTN,1,95.07
vet_clinic,BI100119,2025-04,NE,1,95.07
vet_clinic,BI100119,2025-04,MA,1,95.07
vet_clinic,BI100119,2025-04,MW,1,95.07
vet_clinic,BI100119,2025-04,TX,1,95.07
vet_clinic,BI100119,2025-04,MTN,1,95.07
vet_clinic,BI100119,2025-04,PNW,1,95.07
ecom_national,CW500051,2025-05,NE,3,285.21
ecom_national,CW500051,2025-05,SE,1,95.07
ecom_national,CW500051,2025-05,MW,2,190.14
ecom_national,CW500051,2025-05,TX,1,95.07
ecom_national,CW500051,2025-05,MTN,1,95.07
ecom_national,CW500051,2025-05,PSW,1,95.07
ecom_national,CW500051,2025-05,PNW,2,190.14
retail,BI100119,2025-05,NE,1,95.07
retail,BI100119,2025-05,MA,1,95.07
retail,BI100119,2025-05,SE,2,190.14
retail,BI100119,2025-05,MW,1,95.07
retail,BI100119,2025-05,MTN,2,190.14
retail,BI100119,2025-05,PSW,1,95.07
retail,BI100119,2025-05,PNW,1,95.07
vet_clinic,BI100119,2025-05,NE,1,95.07
vet_clinic,BI100119,2025-05,MA,1,95.07
vet_clinic,BI100119,2025-05,SE,1,95.07
vet_clinic,BI100119,2025-05,MW,1,95.07
vet_clinic,BI100119,2025-05,PSW,1,95.07
vet_clinic,BI100119,2025-05,PNW,1,95.07
ecom_national,CW500051,2025-06,NE,1,95.07
ecom_national,CW500051,2025-06,MA,2,190.14
ecom_national,CW500051,2025-06,SE,1,95.07
ecom_national,CW500051,2025-06,MW,3,285.21
ecom_national,CW500051,2025-06,TX,2,190.14
ecom_national,CW500051,2025-06,MTN,1,95.07
ecom_national,CW500051,2025-06,PSW,3,285.21
ecom_national,CW500051,2025-06,PNW,2,190.14
retail,BI100119,2025-06,MA,1,95.07
retail,BI100119,2025-06,SE,1,95.07
retail,BI100119,2025-06,TX,2,190.14
retail,BI100119,2025-06,MTN,1,95.07
vet_clinic,BI100119,2025-06,NE,2,190.14
vet_clinic,BI100119,2025-06,MA,1,95.07
vet_clinic,BI100119,2025-06,MW,1,95.07
vet_clinic,BI100119,2025-06,TX,1,95.07
vet_clinic,BI100119,2025-06,MTN,1,95.07
vet_clinic,BI100119,2025-06,PSW,1,95.07
ecom_national,CW500051,2025-07,NE,2,190.14
ecom_national,CW500051,2025-07,MA,1,95.07
ecom_national,CW500051,2025-07,SE,2,190.14
ecom_national,CW500051,2025-07,MW,3,285.21
ecom_national,CW500051,2025-07,MTN,3,285.21
ecom_national,CW500051,2025-07,PSW,1,95.07
ecom_national,CW500051,2025-07,PNW,1,95.07
retail,BI100119,2025-07,NE,1,95.07
retail,BI100119,2025-07,SE,1,95.07
retail,BI100119,2025-07,MW,1,95.07
retail,BI100119,2025-07,PSW,1,95.07
retail,BI100119,2025-07,PNW,1,95.07
vet_clinic,BI100119,2025-07,NE,2,190.14
vet_clinic,BI100119,2025-07,MA,1,95.07
vet_clinic,BI100119,2025-07,TX,1,95.07
vet_clinic,BI100119,2025-07,MTN,1,95.07
vet_clinic,BI100119,2025-07,PSW,1,95.07
vet_clinic,BI100119,2025-07,PNW,1,95.07
ecom_national,CW500051,2025-08,MA,3,285.21
ecom_national,CW500051,2025-08,MW,5,475.35
ecom_national,CW500051,2025-08,MTN,2,190.14
ecom_national,CW500051,2025-08,PSW,2,190.14
ecom_national,CW500051,2025-08,PNW,2,190.14
retail,BI100119,2025-08,NE,2,190.14
retail,BI100119,2025-08,MA,1,95.07
retail,BI100119,2025-08,MW,1,95.07
retail,BI100119,2025-08,TX,1,95.07
retail,BI100119,2025-08,MTN,1,95.07
retail,BI100119,2025-08,PSW,2,190.14
retail,BI100119,2025-08,PNW,2,190.14
vet_clinic,BI100119,2025-08,NE,1,95.07
vet_clinic,BI100119,2025-08,MW,2,190.14
vet_clinic,BI100119,2025-08,TX,1,95.07
vet_clinic,BI100119,2025-08,PSW,1,95.07
ecom_national,CW500051,2025-09,MA,3,285.21
ecom_national,CW500051,2025-09,SE,2,190.14
ecom_national,CW500051,2025-09,MW,4,380.28
ecom_national,CW500051,2025-09,MTN,1,95.07
ecom_national,CW500051,2025-09,PSW,1,95.07
ecom_national,CW500051,2025-09,PNW,2,190.14
retail,BI100119,2025-09,NE,1,95.07
retail,BI100119,2025-09,MA,1,95.07
retail,BI100119,2025-09,SE,1,95.07
retail,BI100119,2025-09,MW,2,190.14
retail,BI100119,2025-09,TX,1,95.07
retail,BI100119,2025-09,MTN,1,95.07
retail,BI100119,2025-09,PSW,1,95.07
vet_clinic,BI100119,2025-09,MA,1,95.07
vet_clinic,BI100119,2025-09,SE,1,95.07
vet_clinic,BI100119,2025-09,MW,1,95.07
vet_clinic,BI100119,2025-09,TX,1,95.07
vet_clinic,BI100119,2025-09,PNW,1,95.07
ecom_national,CW500051,2025-10,NE,3,285.21
ecom_national,CW500051,2025-10,MA,2,190.14
ecom_national,CW500051,2025-10,MW,1,95.07
ecom_national,CW500051,2025-10,TX,1,95.07
retail,BI100119,2025-10,NE,1,95.07
retail,BI100119,2025-10,SE,1,95.07
retail,BI100119,2025-10,MW,1,95.07
retail,BI100119,2025-10,TX,2,190.14
retail,BI100119,2025-10,MTN,1,95.07
retail,BI100119,2025-10,PSW,1,95.07
vet_clinic,BI100119,2025-10,NE,1,95.07
vet_clinic,BI100119,2025-10,MA,1,95.07
vet_clinic,BI100119,2025-10,MW,1,95.07
vet_clinic,BI100119,2025-10,TX,1,95.07
vet_clinic,BI100119,2025-10,MTN,1,95.07
vet_clinic,BI100119,2025-10,PNW,1,95.07
ecom_national,CW500051,2025-11,NE,1,95.07
ecom_national,CW500051,2025-11,MA,1,95.07
ecom_national,CW500051,2025-11,SE,1,95.07
ecom_national,CW500051,2025-11,TX,3,285.21
ecom_national,CW500051,2025-11,MTN,1,95.07
ecom_national,CW500051,2025-11,PSW,1,95.07
ecom_national,CW500051,2025-11,PNW,2,190.14
retail,BI100119,2025-11,MA,1,95.07
retail,BI100119,2025-11,MW,1,95.07
retail,BI100119,2025-11,PSW,1,95.07
retail,BI100119,2025-11,PNW,1,95.07
vet_clinic,BI100119,2025-11,NE,1,95.07
vet_clinic,BI100119,2025-11,MA,1,95.07
vet_clinic,BI100119,2025-11,MW,1,95.07
vet_clinic,BI100119,2025-11,MTN,1,95.07
ecom_national,CW500051,2025-12,NE,2,190.14
ecom_national,CW500051,2025-12,SE,1,95.07
ecom_national,CW500051,2025-12,MW,2,190.14
ecom_national,CW500051,2025-12,TX,2,190.14
ecom_national,CW500051,2025-12,MTN,3,285.21
ecom_national,CW500051,2025-12,PNW,2,190.14
retail,BI100119,2025-12,MA,1,95.07
retail,BI100119,2025-12,MW,1,95.07
retail,BI100119,2025-12,TX,1,95.07
retail,BI100119,2025-12,PNW,1,95.07
vet_clinic,BI100119,2025-12,NE,1,95.07
vet_clinic,BI100119,2025-12,MA,1,95.07
vet_clinic,BI100119,2025-12,SE,1,95.07
vet_clinic,BI100119,2025-12,TX,1,95.07
vet_clinic,BI100119,2025-12,MTN,1,95.07
vet_clinic,BI100119,2025-12,PNW,1,95.07
ecom_national,CW500054,2024-01,MA,2,371.0
ecom_national,CW500054,2024-01,SE,2,371.0
ecom_national,CW500054,2024-01,MW,1,185.5
ecom_national,CW500054,2024-01,TX,2,371.0
ecom_national,CW500054,2024-01,MTN,2,371.0
ecom_national,CW500054,2024-01,PSW,3,556.5
ecom_national,CW500054,2024-01,PNW,2,371.0
retail,BI100126,2024-01,NE,1,185.5
retail,BI100126,2024-01,MA,1,185.5
retail,BI100126,2024-01,SE,1,185.5
retail,BI100126,2024-01,TX,1,185.5
retail,BI100126,2024-01,MTN,2,371.0
retail,BI100126,2024-01,PSW,2,371.0
vet_clinic,BI100126,2024-01,NE,1,185.5
vet_clinic,BI100126,2024-01,MA,1,185.5
vet_clinic,BI100126,2024-01,SE,1,185.5
vet_clinic,BI100126,2024-01,MW,1,185.5
vet_clinic,BI100126,2024-01,TX,1,185.5
vet_clinic,BI100126,2024-01,PSW,1,185.5
ecom_national,CW500054,2024-02,NE,1,185.5
ecom_national,CW500054,2024-02,MA,3,556.5
ecom_national,CW500054,2024-02,SE,2,371.0
ecom_national,CW500054,2024-02,MW,3,556.5
ecom_national,CW500054,2024-02,TX,3,556.5
ecom_national,CW500054,2024-02,PSW,1,185.5
ecom_national,CW500054,2024-02,PNW,2,371.0
retail,BI100126,2024-02,MA,2,371.0
retail,BI100126,2024-02,MW,2,371.0
retail,BI100126,2024-02,PSW,1,185.5
vet_clinic,BI100126,2024-02,MA,1,185.5
vet_clinic,BI100126,2024-02,SE,1,185.5
vet_clinic,BI100126,2024-02,MTN,1,185.5
vet_clinic,BI100126,2024-02,PSW,1,185.5
vet_clinic,BI100126,2024-02,PNW,1,185.5
ecom_national,CW500054,2024-03,NE,2,371.0
ecom_national,CW500054,2024-03,MA,1,185.5
ecom_national,CW500054,2024-03,SE,3,556.5
ecom_national,CW500054,2024-03,MW,1,185.5
ecom_national,CW500054,2024-03,TX,2,371.0
ecom_national,CW500054,2024-03,MTN,1,185.5
ecom_national,CW500054,2024-03,PSW,3,556.5
ecom_national,CW500054,2024-03,PNW,3,556.5
retail,BI100126,2024-03,NE,2,371.0
retail,BI100126,2024-03,MA,2,371.0
retail,BI100126,2024-03,SE,2,371.0
retail,BI100126,2024-03,MW,1,185.5
retail,BI100126,2024-03,TX,1,185.5
retail,BI100126,2024-03,MTN,1,185.5
retail,BI100126,2024-03,PSW,1,185.5
retail,BI100126,2024-03,PNW,1,185.5
vet_clinic,BI100126,2024-03,NE,1,185.5
vet_clinic,BI100126,2024-03,MA,2,371.0
vet_clinic,BI100126,2024-03,MW,1,185.5
vet_clinic,BI100126,2024-03,TX,1,185.5
vet_clinic,BI100126,2024-03,MTN,1,185.5
ecom_national,CW500054,2024-04,NE,3,556.5
ecom_national,CW500054,2024-04,MA,3,556.5
ecom_national,CW500054,2024-04,SE,2,371.0
ecom_national,CW500054,2024-04,MW,1,185.5
ecom_national,CW500054,2024-04,TX,3,556.5
ecom_national,CW500054,2024-04,MTN,1,185.5
ecom_national,CW500054,2024-04,PSW,1,185.5
retail,BI100126,2024-04,NE,1,185.5
retail,BI100126,2024-04,TX,1,185.5
retail,BI100126,2024-04,MTN,1,185.5
retail,BI100126,2024-04,PNW,1,185.5
vet_clinic,BI100126,2024-04,MA,1,185.5
vet_clinic,BI100126,2024-04,SE,1,185.5
vet_clinic,BI100126,2024-04,MW,1,185.5
vet_clinic,BI100126,2024-04,TX,1,185.5
vet_clinic,BI100126,2024-04,MTN,1,185.5
vet_clinic,BI100126,2024-04,PSW,2,371.0
vet_clinic,BI100126,2024-04,PNW,1,185.5
ecom_national,CW500054,2024-05,NE,3,556.5
ecom_national,CW500054,2024-05,MA,4,742.0
ecom_national,CW500054,2024-05,SE,4,742.0
ecom_national,CW500054,2024-05,MW,2,371.0
ecom_national,CW500054,2024-05,TX,3,556.5
ecom_national,CW500054,2024-05,MTN,2,371.0
ecom_national,CW500054,2024-05,PSW,3,556.5
ecom_national,CW500054,2024-05,PNW,1,185.5
retail,BI100126,2024-05,NE,2,371.0
retail,BI100126,2024-05,MA,2,371.0
retail,BI100126,2024-05,SE,2,371.0
retail,BI100126,2024-05,MW,1,185.5
retail,BI100126,2024-05,TX,2,371.0
retail,BI100126,2024-05,MTN,2,371.0
retail,BI100126,2024-05,PSW,1,185.5
retail,BI100126,2024-05,PNW,2,371.0
vet_clinic,BI100126,2024-05,NE,1,185.5
vet_clinic,BI100126,2024-05,MA,1,185.5
vet_clinic,BI100126,2024-05,SE,1,185.5
vet_clinic,BI100126,2024-05,TX,1,185.5
vet_clinic,BI100126,2024-05,MTN,1,185.5
vet_clinic,BI100126,2024-05,PSW,1,185.5
vet_clinic,BI100126,2024-05,PNW,1,185.5
ecom_national,CW500054,2024-06,NE,2,371.0
ecom_national,CW500054,2024-06,MA,3,556.5
ecom_national,CW500054,2024-06,MW,2,371.0
ecom_national,CW500054,2024-06,TX,2,371.0
ecom_national,CW500054,2024-06,PSW,5,927.5
ecom_national,CW500054,2024-06,PNW,2,371.0
retail,BI100126,2024-06,NE,3,556.5
retail,BI100126,2024-06,MA,3,556.5
retail,BI100126,2024-06,MW,2,371.0
retail,BI100126,2024-06,MTN,1,185.5
retail,BI100126,2024-06,PNW,1,185.5
vet_clinic,BI100126,2024-06,MA,1,185.5
vet_clinic,BI100126,2024-06,SE,1,185.5
vet_clinic,BI100126,2024-06,MW,1,185.5
vet_clinic,BI100126,2024-06,TX,1,185.5
vet_clinic,BI100126,2024-06,MTN,2,371.0
vet_clinic,BI100126,2024-06,PSW,1,185.5
ecom_national,CW500054,2024-07,NE,2,371.0
ecom_national,CW500054,2024-07,MA,1,185.5
ecom_national,CW500054,2024-07,SE,2,371.0
ecom_national,CW500054,2024-07,MW,1,185.5
ecom_national,CW500054,2024-07,TX,1,185.5
ecom_national,CW500054,2024-07,MTN,2,371.0
ecom_national,CW500054,2024-07,PNW,1,185.5
retail,BI100126,2024-07,NE,1,185.5
retail,BI100126,2024-07,SE,1,185.5
retail,BI100126,2024-07,TX,1,185.5
retail,BI100126,2024-07,MTN,2,371.0
retail,BI100126,2024-07,PSW,2,371.0
retail,BI100126,2024-07,PNW,1,185.5
vet_clinic,BI100126,2024-07,MA,1,185.5
vet_clinic,BI100126,2024-07,SE,1,185.5
vet_clinic,BI100126,2024-07,MW,1,185.5
vet_clinic,BI100126,2024-07,PSW,1,185.5
ecom_national,CW500054,2024-08,NE,3,556.5
ecom_national,CW500054,2024-08,MA,4,742.0
ecom_national,CW500054,2024-08,SE,2,371.0
ecom_national,CW500054,2024-08,MW,2,371.0
ecom_national,CW500054,2024-08,TX,2,371.0
ecom_national,CW500054,2024-08,MTN,3,556.5
ecom_national,CW500054,2024-08,PSW,5,927.5
ecom_national,CW500054,2024-08,PNW,2,371.0
retail,BI100126,2024-08,NE,1,185.5
retail,BI100126,2024-08,MA,2,371.0
retail,BI100126,2024-08,MW,1,185.5
retail,BI100126,2024-08,TX,1,185.5
retail,BI100126,2024-08,PNW,2,371.0
vet_clinic,BI100126,2024-08,NE,1,185.5
vet_clinic,BI100126,2024-08,SE,1,185.5
vet_clinic,BI100126,2024-08,MW,1,185.5
vet_clinic,BI100126,2024-08,PSW,1,185.5
ecom_national,CW500054,2024-09,NE,1,185.5
ecom_national,CW500054,2024-09,MA,1,185.5
ecom_national,CW500054,2024-09,SE,3,556.5
ecom_national,CW500054,2024-09,MW,1,185.5
ecom_national,CW500054,2024-09,TX,2,371.0
ecom_national,CW500054,2024-09,MTN,3,556.5
ecom_national,CW500054,2024-09,PSW,2,371.0
ecom_national,CW500054,2024-09,PNW,3,556.5
retail,BI100126,2024-09,NE,2,371.0
retail,BI100126,2024-09,MW,1,185.5
retail,BI100126,2024-09,TX,1,185.5
retail,BI100126,2024-09,MTN,1,185.5
retail,BI100126,2024-09,PSW,2,371.0
retail,BI100126,2024-09,PNW,1,185.5
vet_clinic,BI100126,2024-09,MA,2,371.0
vet_clinic,BI100126,2024-09,MTN,1,185.5
vet_clinic,BI100126,2024-09,PSW,1,185.5
vet_clinic,BI100126,2024-09,PNW,1,185.5
ecom_national,CW500054,2024-10,NE,3,556.5
ecom_national,CW500054,2024-10,MA,2,371.0
ecom_national,CW500054,2024-10,SE,1,185.5
ecom_national,CW500054,2024-10,MW,2,371.0
ecom_national,CW500054,2024-10,MTN,1,185.5
ecom_national,CW500054,2024-10,PNW,2,371.0
retail,BI100126,2024-10,MA,1,185.5
retail,BI100126,2024-10,SE,1,185.5
retail,BI100126,2024-10,MW,2,371.0
retail,BI100126,2024-10,MTN,1,185.5
retail,BI100126,2024-10,PNW,2,371.0
vet_clinic,BI100126,2024-10,MA,1,185.5
vet_clinic,BI100126,2024-10,SE,1,185.5
vet_clinic,BI100126,2024-10,MW,1,185.5
vet_clinic,BI100126,2024-10,MTN,1,185.5
vet_clinic,BI100126,2024-10,PSW,1,185.5
vet_clinic,BI100126,2024-10,PNW,1,185.5
ecom_national,CW500054,2024-11,NE,2,371.0
ecom_national,CW500054,2024-11,MA,2,371.0
ecom_national,CW500054,2024-11,SE,1,185.5
ecom_national,CW500054,2024-11,MW,1,185.5
ecom_national,CW500054,2024-11,TX,1,185.5
ecom_national,CW500054,2024-11,MTN,3,556.5
ecom_national,CW500054,2024-11,PSW,3,556.5
ecom_national,CW500054,2024-11,PNW,2,371.0
retail,BI100126,2024-11,NE,1,185.5
retail,BI100126,2024-11,MA,1,185.5
retail,BI100126,2024-11,SE,1,185.5
retail,BI100126,2024-11,MW,2,371.0
retail,BI100126,2024-11,TX,1,185.5
retail,BI100126,2024-11,PSW,2,371.0
retail,BI100126,2024-11,PNW,1,185.5
vet_clinic,BI100126,2024-11,NE,1,185.5
vet_clinic,BI100126,2024-11,MA,1,185.5
vet_clinic,BI100126,2024-11,TX,1,185.5
vet_clinic,BI100126,2024-11,MTN,1,185.5
vet_clinic,BI100126,2024-11,PSW,1,185.5
ecom_national,CW500054,2024-12,NE,2,371.0
ecom_national,CW500054,2024-12,MA,1,185.5
ecom_national,CW500054,2024-12,SE,1,185.5
ecom_national,CW500054,2024-12,MW,2,371.0
ecom_national,CW500054,2024-12,TX,1,185.5
ecom_national,CW500054,2024-12,MTN,2,371.0
ecom_national,CW500054,2024-12,PSW,1,185.5
ecom_national,CW500054,2024-12,PNW,1,185.5
retail,BI100126,2024-12,NE,1,185.5
retail,BI100126,2024-12,MA,2,371.0
retail,BI100126,2024-12,TX,1,185.5
retail,BI100126,2024-12,MTN,1,185.5
retail,BI100126,2024-12,PNW,1,185.5
vet_clinic,BI100126,2024-12,NE,1,185.5
vet_clinic,BI100126,2024-12,MA,1,185.5
vet_clinic,BI100126,2024-12,SE,1,185.5
vet_clinic,BI100126,2024-12,MW,1,185.5
vet_clinic,BI100126,2024-12,MTN,1,185.5
vet_clinic,BI100126,2024-12,PSW,1,185.5
ecom_national,CW500054,2025-01,NE,2,371.0
ecom_national,CW500054,2025-01,MA,1,185.5
ecom_national,CW500054,2025-01,SE,1,185.5
ecom_national,CW500054,2025-01,MW,1,185.5
ecom_national,CW500054,2025-01,TX,1,185.5
ecom_national,CW500054,2025-01,PSW,1,185.5
ecom_national,CW500054,2025-01,PNW,3,556.5
retail,BI100126,2025-01,NE,1,185.5
retail,BI100126,2025-01,SE,2,371.0
retail,BI100126,2025-01,MW,1,185.5
retail,BI100126,2025-01,TX,1,185.5
retail,BI100126,2025-01,MTN,1,185.5
retail,BI100126,2025-01,PSW,1,185.5
retail,BI100126,2025-01,PNW,1,185.5
vet_clinic,BI100126,2025-01,MA,1,185.5
vet_clinic,BI100126,2025-01,SE,1,185.5
vet_clinic,BI100126,2025-01,TX,1,185.5
ecom_national,CW500054,2025-02,NE,3,556.5
ecom_national,CW500054,2025-02,MA,3,556.5
ecom_national,CW500054,2025-02,SE,3,556.5
ecom_national,CW500054,2025-02,MW,1,185.5
ecom_national,CW500054,2025-02,TX,3,556.5
ecom_national,CW500054,2025-02,MTN,2,371.0
ecom_national,CW500054,2025-02,PSW,5,927.5
ecom_national,CW500054,2025-02,PNW,2,371.0
retail,BI100126,2025-02,MA,3,556.5
retail,BI100126,2025-02,SE,1,185.5
retail,BI100126,2025-02,MW,2,371.0
retail,BI100126,2025-02,TX,1,185.5
vet_clinic,BI100126,2025-02,NE,2,371.0
vet_clinic,BI100126,2025-02,MA,1,185.5
vet_clinic,BI100126,2025-02,MW,1,185.5
vet_clinic,BI100126,2025-02,TX,1,185.5
vet_clinic,BI100126,2025-02,PSW,1,185.5
vet_clinic,BI100126,2025-02,PNW,1,185.5
ecom_national,CW500054,2025-03,NE,1,185.5
ecom_national,CW500054,2025-03,MA,4,742.0
ecom_national,CW500054,2025-03,SE,2,371.0
ecom_national,CW500054,2025-03,MW,4,742.0
