CHEWY_PRODUCT_PART_NUMBER,report_month,ship_region,units_sold,ext_sales_amt,unit_price
CW500048,2024-01,TX,70,1754.2,25.06
CW500048,2024-01,MTN,50,1253.0,25.06
CW500048,2024-01,PSW,63,1578.78,25.06
CW500048,2024-01,PNW,60,1503.6,25.06
CW500048,2024-02,NE,52,1303.12,25.06
CW500048,2024-02,MA,70,1754.2,25.06
CW500048,2024-02,SE,66,1653.96,25.06
CW500048,2024-02,MW,68,1704.08,25.06
CW500048,2024-02,TX,73,1829.38,25.06
CW500048,2024-02,MTN,53,1328.18,25.06
CW500048,2024-02,PSW,62,1553.72,25.06
CW500048,2024-02,PNW,70,1754.2,25.06
CW500048,2024-03,NE,63,1578.78,25.06
CW500048,2024-03,MA,68,1704.08,25.06
CW500048,2024-03,SE,74,1854.44,25.06
CW500048,2024-03,MW,80,2004.8,25.06
CW500048,2024-03,TX,86,2155.16,25.06
CW500048,2024-03,MTN,61,1528.66,25.06
CW500048,2024-03,PSW,66,1653.96,25.06
CW500048,2024-03,PNW,76,1904.56,25.06
CW500048,2024-04,NE,60,1503.6,25.06
CW500048,2024-04,MA,81,2029.86,25.06
CW500048,2024-04,SE,83,2079.98,25.06
CW500048,2024-04,MW,80,2004.8,25.06
CW500048,2024-04,TX,91,2280.46,25.06
CW500048,2024-04,MTN,69,1729.14,25.06
CW500048,2024-04,PSW,70,1754.2,25.06
CW500048,2024-04,PNW,81,2029.86,25.06
CW500048,2024-05,NE,72,1804.32,25.06
CW500048,2024-05,MA,80,2004.8,25.06
CW500048,2024-05,SE,87,2180.22,25.06
CW500048,2024-05,MW,82,2054.92,25.06
CW500048,2024-05,TX,98,2455.88,25.06
CW500048,2024-05,MTN,75,1879.5,25.06
CW500048,2024-05,PSW,83,2079.98,25.06
CW500048,2024-05,PNW,91,2280.46,25.06
CW500048,2024-06,NE,66,1653.96,25.06
CW500048,2024-06,MA,85,2130.1,25.06
CW500048,2024-06,SE,83,2079.98,25.06
CW500048,2024-06,MW,86,2155.16,25.06
CW500048,2024-06,TX,100,2506.0,25.06
CW500048,2024-06,MTN,71,1779.26,25.06
CW500048,2024-06,PSW,82,2054.92,25.06
CW500048,2024-06,PNW,83,2079.98,25.06
CW500048,2024-07,NE,69,1729.14,25.06
CW500048,2024-07,MA,84,2105.04,25.06
CW500048,2024-07,SE,83,2079.98,25.06
CW500048,2024-07,MW,86,2155.16,25.06
CW500048,2024-07,TX,98,2455.88,25.06
CW500048,2024-07,MTN,74,1854.44,25.06
CW500048,2024-07,PSW,83,2079.98,25.06
CW500048,2024-07,PNW,80,2004.8,25.06
CW500048,2024-08,NE,63,1578.78,25.06
CW500048,2024-08,MA,76,1904.56,25.06
CW500048,2024-08,SE,79,1979.74,25.06
CW500048,2024-08,MW,85,2130.1,25.06
CW500048,2024-08,TX,91,2280.46,25.06
CW500048,2024-08,MTN,67,1679.02,25.06
CW500048,2024-08,PSW,78,1954.68,25.06
CW500048,2024-08,PNW,88,2205.28,25.06
CW500048,2024-09,NE,61,1528.66,25.06
CW500048,2024-09,MA,78,1954.68,25.06
CW500048,2024-09,SE,70,1754.2,25.06
CW500048,2024-09,MW,81,2029.86,25.06
CW500048,2024-09,TX,79,1979.74,25.06
CW500048,2024-09,MTN,68,1704.08,25.06
CW500048,2024-09,PSW,77,1929.62,25.06
CW500048,2024-09,PNW,75,1879.5,25.06
CW500048,2024-10,NE,60,1503.6,25.06
CW500048,2024-10,MA,66,1653.96,25.06
CW500048,2024-10,SE,66,1653.96,25.06
CW500048,2024-10,MW,71,1779.26,25.06
CW500048,2024-10,TX,84,2105.04,25.06
CW500048,2024-10,MTN,58,1453.48,25.06
CW500048,2024-10,PSW,68,1704.08,25.06
CW500048,2024-10,PNW,76,1904.56,25.06
CW500048,2024-11,NE,50,1253.0,25.06
CW500048,2024-11,MA,66,1653.96,25.06
CW500048,2024-11,SE,64,1603.84,25.06
CW500048,2024-11,MW,66,1653.96,25.06
CW500048,2024-11,TX,80,2004.8,25.06
CW500048,2024-11,MTN,56,1403.36,25.06
CW500048,2024-11,PSW,68,1704.08,25.06
CW500048,2024-11,PNW,72,1804.32,25.06
CW500048,2024-12,NE,52,1303.12,25.06
CW500048,2024-12,MA,65,1628.9,25.06
CW500048,2024-12,SE,68,1704.08,25.06
CW500048,2024-12,MW,72,1804.32,25.06
CW500048,2024-12,TX,75,1879.5,25.06
CW500048,2024-12,MTN,55,1378.3,25.06
CW500048,2024-12,PSW,59,1478.54,25.06
CW500048,2024-12,PNW,63,1578.78,25.06
CW500048,2025-01,NE,56,1403.36,25.06
CW500048,2025-01,MA,68,1704.08,25.06
CW500048,2025-01,SE,71,1779.26,25.06
CW500048,2025-01,MW,70,1754.2,25.06
CW500048,2025-01,TX,69,1729.14,25.06
CW500048,2025-01,MTN,57,1428.42,25.06
CW500048,2025-01,PSW,68,1704.08,25.06
CW500048,2025-01,PNW,70,1754.2,25.06
CW500048,2025-02,NE,53,1328.18,25.06
CW500048,2025-02,MA,75,1879.5,25.06
CW500048,2025-02,SE,70,1754.2,25.06
CW500048,2025-02,MW,71,1779.26,25.06
CW500048,2025-02,TX,84,2105.04,25.06
CW500048,2025-02,MTN,63,1578.78,25.06
CW500048,2025-02,PSW,68,1704.08,25.06
CW500048,2025-02,PNW,70,1754.2,25.06
CW500048,2025-03,NE,61,1528.66,25.06
CW500048,2025-03,MA,73,1829.38,25.06
CW500048,2025-03,SE,74,1854.44,25.06
CW500048,2025-03,MW,83,2079.98,25.06
CW500048,2025-03,TX,86,2155.16,25.06
CW500048,2025-03,MTN,64,1603.84,25.06
CW500048,2025-03,PSW,69,1729.14,25.06
CW500048,2025-03,PNW,79,1979.74,25.06
CW500048,2025-04,NE,64,1603.84,25.06
CW500048,2025-04,MA,87,2180.22,25.06
CW500048,2025-04,SE,89,2230.34,25.06
CW500048,2025-04,MW,86,2155.16,25.06
CW500048,2025-04,TX,97,2430.82,25.06
CW500048,2025-04,MTN,68,1704.08,25.06
CW500048,2025-04,PSW,80,2004.8,25.06
CW500048,2025-04,PNW,86,2155.16,25.06
CW500048,2025-05,NE,74,1854.44,25.06
CW500048,2025-05,MA,93,2330.58,25.06
CW500048,2025-05,SE,91,2280.46,25.06
CW500048,2025-05,MW,98,2455.88,25.06
CW500048,2025-05,TX,99,2480.94,25.06
CW500048,2025-05,MTN,70,1754.2,25.06
CW500048,2025-05,PSW,90,2255.4,25.06
CW500048,2025-05,PNW,97,2430.82,25.06
CW500048,2025-06,NE,70,1754.2,25.06
CW500048,2025-06,MA,93,2330.58,25.06
CW500048,2025-06,SE,92,2305.52,25.06
CW500048,2025-06,MW,98,2455.88,25.06
CW500048,2025-06,TX,107,2681.42,25.06
CW500048,2025-06,MTN,81,2029.86,25.06
CW500048,2025-06,PSW,88,2205.28,25.06
CW500048,2025-06,PNW,93,2330.58,25.06
CW500048,2025-07,NE,68,1704.08,25.06
CW500048,2025-07,MA,91,2280.46,25.06
CW500048,2025-07,SE,92,2305.52,25.06
CW500048,2025-07,MW,92,2305.52,25.06
CW500048,2025-07,TX,104,2606.24,25.06
CW500048,2025-07,MTN,76,1904.56,25.06
CW500048,2025-07,PSW,83,2079.98,25.06
CW500048,2025-07,PNW,99,2480.94,25.06
CW500048,2025-08,NE,50,1253.0,25.06
CW500048,2025-08,MA,53,1328.18,25.06
CW500048,2025-08,SE,60,1503.6,25.06
CW500048,2025-08,MW,60,1503.6,25.06
CW500048,2025-08,TX,69,1729.14,25.06
CW500048,2025-08,MTN,48,1202.88,25.06
CW500048,2025-08,PSW,52,1303.12,25.06
CW500048,2025-08,PNW,58,1453.48,25.06
CW500048,2025-09,NE,44,1102.64,25.06
CW500048,2025-09,MA,58,1453.48,25.06
CW500048,2025-09,SE,53,1328.18,25.06
CW500048,2025-09,MW,54,1353.24,25.06
CW500048,2025-09,TX,63,1578.78,25.06
CW500048,2025-09,MTN,50,1253.0,25.06
CW500048,2025-09,PSW,51,1278.06,25.06
CW500048,2025-09,PNW,52,1303.12,25.06
CW500048,2025-10,NE,61,1528.66,25.06
CW500048,2025-10,MA,74,1854.44,25.06
CW500048,2025-10,SE,72,1804.32,25.06
CW500048,2025-10,MW,82,2054.92,25.06
CW500048,2025-10,TX,84,2105.04,25.06
CW500048,2025-10,MTN,64,1603.84,25.06
CW500048,2025-10,PSW,66,1653.96,25.06
CW500048,2025-10,PNW,72,1804.32,25.06
CW500048,2025-11,NE,57,1428.42,25.06
CW500048,2025-11,MA,74,1854.44,25.06
CW500048,2025-11,SE,74,1854.44,25.06
CW500048,2025-11,MW,71,1779.26,25.06
CW500048,2025-11,TX,76,1904.56,25.06
CW500048,2025-11,MTN,63,1578.78,25.06
CW500048,2025-11,PSW,69,1729.14,25.06
CW500048,2025-11,PNW,68,1704.08,25.06
CW500048,2025-12,NE,57,1428.42,25.06
CW500048,2025-12,MA,70,1754.2,25.06
CW500048,2025-12,SE,74,1854.44,25.06
CW500048,2025-12,MW,67,1679.02,25.06
CW500048,2025-12,TX,79,1979.74,25.06
CW500048,2025-12,MTN,56,1403.36,25.06
CW500048,2025-12,PSW,63,1578.78,25.06
CW500048,2025-12,PNW,70,1754.2,25.06
CW500051,2024-01,NE,96,9126.72,95.07
CW500051,2024-01,MA,82,7795.74,95.07
CW500051,2024-01,SE,74,7035.18,95.07
CW500051,2024-01,MW,118,11218.26,95.07
CW500051,2024-01,TX,86,8176.02,95.07
CW500051,2024-01,MTN,87,8271.09,95.07
CW500051,2024-01,PSW,79,7510.53,95.07
CW500051,2024-01,PNW,91,8651.37,95.07
CW500051,2024-02,NE,99,9411.93,95.07
CW500051,2024-02,MA,89,8461.23,95.07
CW500051,2024-02,SE,71,6749.97,95.07
CW500051,2024-02,MW,126,11978.82,95.07
CW500051,2024-02,TX,93,8841.51,95.07
CW500051,2024-02,MTN,93,8841.51,95.07
CW500051,2024-02,PSW,75,7130.25,95.07
CW500051,2024-02,PNW,98,9316.86,95.07
CW500051,2024-03,NE,112,10647.84,95.07
CW500051,2024-03,MA,94,8936.58,95.07
CW500051,2024-03,SE,86,8176.02,95.07
CW500051,2024-03,MW,138,13119.66,95.07
CW500051,2024-03,TX,103,9792.21,95.07
CW500051,2024-03,MTN,92,8746.44,95.07
CW500051,2024-03,PSW,83,7890.81,95.07
CW500051,2024-03,PNW,109,10362.63,95.07
CW500051,2024-04,NE,116,11028.12,95.07
CW500051,2024-04,MA,105,9982.35,95.07
CW500051,2024-04,SE,92,8746.44,95.07
CW500051,2024-04,MW,155,14735.85,95.07
CW500051,2024-04,TX,107,10172.49,95.07
CW500051,2024-04,MTN,99,9411.93,95.07
CW500051,2024-04,PSW,95,9031.65,95.07
CW500051,2024-04,PNW,116,11028.12,95.07
CW500051,2024-05,NE,128,12168.96,95.07
CW500051,2024-05,MA,115,10933.05,95.07
CW500051,2024-05,SE,96,9126.72,95.07
CW500051,2024-05,MW,155,14735.85,95.07
CW500051,2024-05,TX,114,10837.98,95.07
CW500051,2024-05,MTN,120,11408.4,95.07
CW500051,2024-05,PSW,103,9792.21,95.07
CW500051,2024-05,PNW,120,11408.4,95.07
CW500051,2024-06,NE,131,12454.17,95.07
CW500051,2024-06,MA,117,11123.19,95.07
CW500051,2024-06,SE,90,8556.3,95.07
CW500051,2024-06,MW,167,15876.69,95.07
CW500051,2024-06,TX,124,11788.68,95.07
CW500051,2024-06,MTN,106,10077.42,95.07
CW500051,2024-06,PSW,97,9221.79,95.07
CW500051,2024-06,PNW,120,11408.4,95.07
CW500051,2024-07,NE,129,12264.03,95.07
CW500051,2024-07,MA,123,11693.61,95.07
CW500051,2024-07,SE,92,8746.44,95.07
CW500051,2024-07,MW,148,14070.36,95.07
CW500051,2024-07,TX,118,11218.26,95.07
CW500051,2024-07,MTN,118,11218.26,95.07
CW500051,2024-07,PSW,101,9602.07,95.07
CW500051,2024-07,PNW,116,11028.12,95.07
CW500051,2024-08,NE,124,11788.68,95.07
CW500051,2024-08,MA,103,9792.21,95.07
CW500051,2024-08,SE,88,8366.16,95.07
CW500051,2024-08,MW,144,13690.08,95.07
CW500051,2024-08,TX,121,11503.47,95.07
CW500051,2024-08,MTN,112,10647.84,95.07
CW500051,2024-08,PSW,95,9031.65,95.07
CW500051,2024-08,PNW,115,10933.05,95.07
CW500051,2024-09,NE,114,10837.98,95.07
CW500051,2024-09,MA,108,10267.56,95.07
CW500051,2024-09,SE,86,8176.02,95.07
CW500051,2024-09,MW,148,14070.36,95.07
CW500051,2024-09,TX,103,9792.21,95.07
CW500051,2024-09,MTN,107,10172.49,95.07
CW500051,2024-09,PSW,84,7985.88,95.07
CW500051,2024-09,PNW,103,9792.21,95.07
CW500051,2024-10,NE,104,9887.28,95.07
CW500051,2024-10,MA,100,9507.0,95.07
CW500051,2024-10,SE,76,7225.32,95.07
CW500051,2024-10,MW,135,12834.45,95.07
CW500051,2024-10,TX,99,9411.93,95.07
CW500051,2024-10,MTN,101,9602.07,95.07
CW500051,2024-10,PSW,88,8366.16,95.07
CW500051,2024-10,PNW,94,8936.58,95.07
CW500051,2024-11,NE,104,9887.28,95.07
CW500051,2024-11,MA,90,8556.3,95.07
CW500051,2024-11,SE,70,6654.9,95.07
CW500051,2024-11,MW,127,12073.89,95.07
CW500051,2024-11,TX,98,9316.86,95.07
CW500051,2024-11,MTN,87,8271.09,95.07
CW500051,2024-11,PSW,79,7510.53,95.07
CW500051,2024-11,PNW,97,9221.79,95.07
CW500051,2024-12,NE,90,8556.3,95.07
CW500051,2024-12,MA,96,9126.72,95.07
CW500051,2024-12,SE,72,6845.04,95.07
CW500051,2024-12,MW,126,11978.82,95.07
CW500051,2024-12,TX,92,8746.44,95.07
CW500051,2024-12,MTN,81,7700.67,95.07
CW500051,2024-12,PSW,75,7130.25,95.07
CW500051,2024-12,PNW,94,8936.58,95.07
CW500051,2025-01,NE,102,9697.14,95.07
CW500051,2025-01,MA,98,9316.86,95.07
CW500051,2025-01,SE,78,7415.46,95.07
CW500051,2025-01,MW,119,11313.33,95.07
CW500051,2025-01,TX,102,9697.14,95.07
CW500051,2025-01,MTN,97,9221.79,95.07
CW500051,2025-01,PSW,85,8080.95,95.07
CW500051,2025-01,PNW,97,9221.79,95.07
CW500051,2025-02,NE,59,5609.13,95.07
CW500051,2025-02,MA,51,4848.57,95.07
CW500051,2025-02,SE,44,4183.08,95.07
CW500051,2025-02,MW,69,6559.83,95.07
CW500051,2025-02,TX,55,5228.85,95.07
CW500051,2025-02,MTN,50,4753.5,95.07
CW500051,2025-02,PSW,45,4278.15,95.07
CW500051,2025-02,PNW,60,5704.2,95.07
CW500051,2025-03,NE,59,5609.13,95.07
CW500051,2025-03,MA,64,6084.48,95.07
CW500051,2025-03,SE,46,4373.22,95.07
CW500051,2025-03,MW,72,6845.04,95.07
CW500051,2025-03,TX,58,5514.06,95.07
CW500051,2025-03,MTN,55,5228.85,95.07
CW500051,2025-03,PSW,49,4658.43,95.07
CW500051,2025-03,PNW,59,5609.13,95.07
CW500051,2025-04,NE,71,6749.97,95.07
CW500051,2025-04,MA,60,5704.2,95.07
CW500051,2025-04,SE,51,4848.57,95.07
CW500051,2025-04,MW,89,8461.23,95.07
CW500051,2025-04,TX,63,5989.41,95.07
CW500051,2025-04,MTN,58,5514.06,95.07
CW500051,2025-04,PSW,58,5514.06,95.07
CW500051,2025-04,PNW,65,6179.55,95.07
CW500051,2025-05,NE,134,12739.38,95.07
CW500051,2025-05,MA,126,11978.82,95.07
CW500051,2025-05,SE,96,9126.72,95.07
CW500051,2025-05,MW,164,15591.48,95.07
CW500051,2025-05,TX,129,12264.03,95.07
CW500051,2025-05,MTN,114,10837.98,95.07
CW500051,2025-05,PSW,107,10172.49,95.07
CW500051,2025-05,PNW,130,12359.1,95.07
CW500051,2025-06,NE,123,11693.61,95.07
CW500051,2025-06,MA,118,11218.26,95.07
CW500051,2025-06,SE,106,10077.42,95.07
CW500051,2025-06,MW,154,14640.78,95.07
CW500051,2025-06,TX,141,13404.87,95.07
CW500051,2025-06,MTN,126,11978.82,95.07
CW500051,2025-06,PSW,108,10267.56,95.07
CW500051,2025-06,PNW,131,12454.17,95.07
CW500051,2025-07,NE,138,13119.66,95.07
CW500051,2025-07,MA,133,12644.31,95.07
CW500051,2025-07,SE,98,9316.86,95.07
CW500051,2025-07,MW,154,14640.78,95.07
CW500051,2025-07,TX,124,11788.68,95.07
CW500051,2025-07,MTN,113,10742.91,95.07
CW500051,2025-07,PSW,99,9411.93,95.07
CW500051,2025-07,PNW,133,12644.31,95.07
CW500051,2025-08,NE,120,11408.4,95.07
CW500051,2025-08,MA,119,11313.33,95.07
CW500051,2025-08,SE,101,9602.07,95.07
CW500051,2025-08,MW,166,15781.62,95.07
CW500051,2025-08,TX,130,12359.1,95.07
CW500051,2025-08,MTN,111,10552.77,95.07
CW500051,2025-08,PSW,96,9126.72,95.07
CW500051,2025-08,PNW,121,11503.47,95.07
CW500051,2025-09,NE,117,11123.19,95.07
CW500051,2025-09,MA,115,10933.05,95.07
CW500051,2025-09,SE,94,8936.58,95.07
CW500051,2025-09,MW,152,14450.64,95.07
CW500051,2025-09,TX,111,10552.77,95.07
CW500051,2025-09,MTN,102,9697.14,95.07
CW500051,2025-09,PSW,100,9507.0,95.07
CW500051,2025-09,PNW,118,11218.26,95.07
CW500051,2025-10,NE,116,11028.12,95.07
CW500051,2025-10,MA,97,9221.79,95.07
CW500051,2025-10,SE,87,8271.09,95.07
CW500051,2025-10,MW,143,13595.01,95.07
CW500051,2025-10,TX,117,11123.19,95.07
CW500051,2025-10,MTN,105,9982.35,95.07
CW500051,2025-10,PSW,94,8936.58,95.07
CW500051,2025-10,PNW,101,9602.07,95.07
CW500051,2025-11,NE,108,10267.56,95.07
CW500051,2025-11,MA,102,9697.14,95.07
CW500051,2025-11,SE,81,7700.67,95.07
CW500051,2025-11,MW,127,12073.89,95.07
CW500051,2025-11,TX,103,9792.21,95.07
CW500051,2025-11,MTN,95,9031.65,95.07
CW500051,2025-11,PSW,90,8556.3,95.07
CW500051,2025-11,PNW,105,9982.35,95.07
CW500051,2025-12,NE,108,10267.56,95.07
CW500051,2025-12,MA,96,9126.72,95.07
CW500051,2025-12,SE,83,7890.81,95.07
CW500051,2025-12,MW,121,11503.47,95.07
CW500051,2025-12,TX,94,8936.58,95.07
CW500051,2025-12,MTN,92,8746.44,95.07
CW500051,2025-12,PSW,81,7700.67,95.07
CW500051,2025-12,PNW,100,9507.0,95.07
CW500054,2024-01,NE,113,20961.5,185.5
CW500054,2024-01,MA,102,18921.0,185.5
CW500054,2024-01,SE,98,18179.0,185.5
CW500054,2024-01,MW,81,15025.5,185.5
CW500054,2024-01,TX,89,16509.5,185.5
CW500054,2024-01,MTN,92,17066.0,185.5
CW500054,2024-01,PSW,109,20219.5,185.5
CW500054,2024-01,PNW,83,15396.5,185.5
CW500054,2024-02,NE,123,22816.5,185.5
CW500054,2024-02,MA,114,21147.0,185.5
CW500054,2024-02,SE,99,18364.5,185.5
CW500054,2024-02,MW,88,16324.0,185.5
CW500054,2024-02,TX,97,17993.5,185.5
CW500054,2024-02,MTN,105,19477.5,185.5
CW500054,2024-02,PSW,126,23373.0,185.5
CW500054,2024-02,PNW,89,16509.5,185.5
CW500054,2024-03,NE,128,23744.0,185.5
CW500054,2024-03,MA,134,24857.0,185.5
CW500054,2024-03,SE,110,20405.0,185.5
CW500054,2024-03,MW,97,17993.5,185.5
CW500054,2024-03,TX,107,19848.5,185.5
CW500054,2024-03,MTN,105,19477.5,185.5
CW500054,2024-03,PSW,139,25784.5,185.5
CW500054,2024-03,PNW,93,17251.5,185.5
CW500054,2024-04,NE,150,27825.0,185.5
CW500054,2024-04,MA,144,26712.0,185.5
CW500054,2024-04,SE,116,21518.0,185.5
CW500054,2024-04,MW,103,19106.5,185.5
CW500054,2024-04,TX,109,20219.5,185.5
CW500054,2024-04,MTN,115,21332.5,185.5
CW500054,2024-04,PSW,158,29309.0,185.5
CW500054,2024-04,PNW,100,18550.0,185.5
CW500054,2024-05,NE,159,29494.5,185.5
CW500054,2024-05,MA,149,27639.5,185.5
CW500054,2024-05,SE,120,22260.0,185.5
CW500054,2024-05,MW,112,20776.0,185.5
CW500054,2024-05,TX,114,21147.0,185.5
CW500054,2024-05,MTN,121,22445.5,185.5
CW500054,2024-05,PSW,151,28010.5,185.5
CW500054,2024-05,PNW,118,21889.0,185.5
CW500054,2024-06,NE,158,29309.0,185.5
CW500054,2024-06,MA,161,29865.5,185.5
CW500054,2024-06,SE,123,22816.5,185.5
CW500054,2024-06,MW,127,23558.5,185.5
CW500054,2024-06,TX,122,22631.0,185.5
CW500054,2024-06,MTN,124,23002.0,185.5
CW500054,2024-06,PSW,162,30051.0,185.5
CW500054,2024-06,PNW,113,20961.5,185.5
CW500054,2024-07,NE,142,26341.0,185.5
CW500054,2024-07,MA,152,28196.0,185.5
CW500054,2024-07,SE,134,24857.0,185.5
CW500054,2024-07,MW,123,22816.5,185.5
CW500054,2024-07,TX,112,20776.0,185.5
CW500054,2024-07,MTN,126,23373.0,185.5
CW500054,2024-07,PSW,154,28567.0,185.5
CW500054,2024-07,PNW,109,20219.5,185.5
CW500054,2024-08,NE,153,28381.5,185.5
CW500054,2024-08,MA,151,28010.5,185.5
CW500054,2024-08,SE,121,22445.5,185.5
CW500054,2024-08,MW,116,21518.0,185.5
CW500054,2024-08,TX,116,21518.0,185.5
CW500054,2024-08,MTN,126,23373.0,185.5
CW500054,2024-08,PSW,162,30051.0,185.5
CW500054,2024-08,PNW,117,21703.5,185.5
CW500054,2024-09,NE,135,25042.5,185.5
CW500054,2024-09,MA,139,25784.5,185.5
CW500054,2024-09,SE,111,20590.5,185.5
CW500054,2024-09,MW,102,18921.0,185.5
CW500054,2024-09,TX,97,17993.5,185.5
CW500054,2024-09,MTN,113,20961.5,185.5
CW500054,2024-09,PSW,130,24115.0,185.5
CW500054,2024-09,PNW,108,20034.0,185.5
CW500054,2024-10,NE,131,24300.5,185.5
CW500054,2024-10,MA,131,24300.5,185.5
CW500054,2024-10,SE,105,19477.5,185.5
CW500054,2024-10,MW,90,16695.0,185.5
CW500054,2024-10,TX,98,18179.0,185.5
CW500054,2024-10,MTN,99,18364.5,185.5
CW500054,2024-10,PSW,125,23187.5,185.5
CW500054,2024-10,PNW,99,18364.5,185.5
CW500054,2024-11,NE,116,21518.0,185.5
CW500054,2024-11,MA,119,22074.5,185.5
CW500054,2024-11,SE,101,18735.5,185.5
CW500054,2024-11,MW,90,16695.0,185.5
CW500054,2024-11,TX,88,16324.0,185.5
CW500054,2024-11,MTN,108,20034.0,185.5
CW500054,2024-11,PSW,119,22074.5,185.5
CW500054,2024-11,PNW,89,16509.5,185.5
CW500054,2024-12,NE,111,20590.5,185.5
CW500054,2024-12,MA,116,21518.0,185.5
CW500054,2024-12,SE,101,18735.5,185.5
CW500054,2024-12,MW,92,17066.0,185.5
CW500054,2024-12,TX,87,16138.5,185.5
CW500054,2024-12,MTN,99,18364.5,185.5
CW500054,2024-12,PSW,129,23929.5,185.5
CW500054,2024-12,PNW,91,16880.5,185.5
CW500054,2025-01,NE,132,24486.0,185.5
CW500054,2025-01,MA,126,23373.0,185.5
CW500054,2025-01,SE,96,17808.0,185.5
CW500054,2025-01,MW,89,16509.5,185.5
CW500054,2025-01,TX,93,17251.5,185.5
CW500054,2025-01,MTN,106,19663.0,185.5
CW500054,2025-01,PSW,120,22260.0,185.5
CW500054,2025-01,PNW,95,17622.5,185.5
CW500054,2025-02,NE,185,34317.5,185.5
CW500054,2025-02,MA,189,35059.5,185.5
CW500054,2025-02,SE,146,27083.0,185.5
CW500054,2025-02,MW,139,25784.5,185.5
CW500054,2025-02,TX,135,25042.5,185.5
CW500054,2025-02,MTN,158,29309.0,185.5
CW500054,2025-02,PSW,192,35616.0,185.5
CW500054,2025-02,PNW,150,27825.0,185.5
CW500054,2025-03,NE,208,38584.0,185.5
CW500054,2025-03,MA,201,37285.5,185.5
CW500054,2025-03,SE,175,32462.5,185.5
CW500054,2025-03,MW,156,28938.0,185.5
CW500054,2025-03,TX,168,31164.0,185.5
CW500054,2025-03,MTN,176,32648.0,185.5
CW500054,2025-03,PSW,199,36914.5,185.5
CW500054,2025-03,PNW,149,27639.5,185.5
CW500054,2025-04,NE,224,41552.0,185.5
CW500054,2025-04,MA,210,38955.0,185.5
CW500054,2025-04,SE,181,33575.5,185.5
CW500054,2025-04,MW,170,31535.0,185.5
CW500054,2025-04,TX,165,30607.5,185.5
CW500054,2025-04,MTN,172,31906.0,185.5
CW500054,2025-04,PSW,215,39882.5,185.5
CW500054,2025-04,PNW,176,32648.0,185.5
CW500054,2025-05,NE,161,29865.5,185.5
CW500054,2025-05,MA,164,30422.0,185.5
CW500054,2025-05,SE,133,24671.5,185.5
CW500054,2025-05,MW,128,23744.0,185.5
CW500054,2025-05,TX,118,21889.0,185.5
CW500054,2025-05,MTN,145,26897.5,185.5
CW500054,2025-05,PSW,161,29865.5,185.5
CW500054,2025-05,PNW,130,24115.0,185.5
CW500054,2025-06,NE,169,31349.5,185.5
CW500054,2025-06,MA,168,31164.0,185.5
CW500054,2025-06,SE,143,26526.5,185.5
CW500054,2025-06,MW,118,21889.0,185.5
CW500054,2025-06,TX,134,24857.0,185.5
CW500054,2025-06,MTN,138,25599.0,185.5
CW500054,2025-06,PSW,159,29494.5,185.5
CW500054,2025-06,PNW,135,25042.5,185.5
CW500054,2025-07,NE,168,31164.0,185.5
CW500054,2025-07,MA,148,27454.0,185.5
CW500054,2025-07,SE,136,25228.0,185.5
CW500054,2025-07,MW,125,23187.5,185.5
CW500054,2025-07,TX,118,21889.0,185.5
CW500054,2025-07,MTN,128,23744.0,185.5
CW500054,2025-07,PSW,165,30607.5,185.5
CW500054,2025-07,PNW,119,22074.5,185.5
CW500054,2025-08,NE,155,28752.5,185.5
CW500054,2025-08,MA,143,26526.5,185.5
CW500054,2025-08,SE,131,24300.5,185.5
CW500054,2025-08,MW,125,23187.5,185.5
CW500054,2025-08,TX,114,21147.0,185.5
CW500054,2025-08,MTN,130,24115.0,185.5
CW500054,2025-08,PSW,173,32091.5,185.5
CW500054,2025-08,PNW,117,21703.5,185.5
CW500054,2025-09,NE,141,26155.5,185.5
CW500054,2025-09,MA,145,26897.5,185.5
CW500054,2025-09,SE,128,23744.0,185.5
CW500054,2025-09,MW,120,22260.0,185.5
CW500054,2025-09,TX,107,19848.5,185.5
CW500054,2025-09,MTN,132,24486.0,185.5
CW500054,2025-09,PSW,146,27083.0,185.5
CW500054,2025-09,PNW,110,20405.0,185.5
CW500054,2025-10,NE,140,25970.0,185.5
CW500054,2025-10,MA,130,24115.0,185.5
CW500054,2025-10,SE,116,21518.0,185.5
CW500054,2025-10,MW,100,18550.0,185.5
CW500054,2025-10,TX,99,18364.5,185.5
CW500054,2025-10,MTN,119,22074.5,185.5
CW500054,2025-10,PSW,139,25784.5,185.5
CW500054,2025-10,PNW,104,19292.0,185.5
CW500054,2025-11,NE,125,23187.5,185.5
CW500054,2025-11,MA,133,24671.5,185.5
CW500054,2025-11,SE,97,17993.5,185.5
CW500054,2025-11,MW,93,17251.5,185.5
CW500054,2025-11,TX,97,17993.5,185.5
CW500054,2025-11,MTN,114,21147.0,185.5
CW500054,2025-11,PSW,136,25228.0,185.5
CW500054,2025-11,PNW,100,18550.0,185.5
CW500054,2025-12,NE,130,24115.0,185.5
CW500054,2025-12,MA,125,23187.5,185.5
CW500054,2025-12,SE,108,20034.0,185.5
CW500054,2025-12,MW,103,19106.5,185.5
CW500054,2025-12,TX,99,18364.5,185.5
CW500054,2025-12,MTN,114,21147.0,185.5
CW500054,2025-12,PSW,125,23187.5,185.5
CW500054,2025-12,PNW,102,18921.0,185.5
