CHEWY_PRODUCT_PART_NUMBER,reporting_week_month,region,fill_rate,on_hand_units,forecast_units
CW500048,2025-02,SE,0.938,35,74
CW500048,2025-02,MW,0.965,135,73
CW500048,2025-02,TX,0.997,128,84
CW500048,2025-02,MTN,0.937,36,67
CW500048,2025-02,PSW,0.968,124,70
CW500048,2025-02,PNW,0.983,82,71
CW500048,2025-03,NE,0.932,76,65
CW500048,2025-03,MA,0.973,123,75
CW500048,2025-03,SE,0.983,144,75
CW500048,2025-03,MW,0.989,111,83
CW500048,2025-03,TX,0.977,147,88
CW500048,2025-03,MTN,0.967,82,66
CW500048,2025-03,PSW,0.995,47,69
CW500048,2025-03,PNW,0.972,100,81
CW500048,2025-04,NE,0.969,101,66
CW500048,2025-04,MA,0.941,80,92
CW500048,2025-04,SE,0.993,170,89
CW500048,2025-04,MW,0.947,132,90
CW500048,2025-04,TX,0.992,133,97
CW500048,2025-04,MTN,0.943,90,72
CW500048,2025-04,PSW,0.997,157,80
CW500048,2025-04,PNW,0.976,51,88
CW500048,2025-05,NE,0.941,134,78
CW500048,2025-05,MA,0.946,122,98
CW500048,2025-05,SE,0.949,54,95
CW500048,2025-05,MW,0.969,119,101
CW500048,2025-05,TX,0.942,71,105
CW500048,2025-05,MTN,0.982,73,71
CW500048,2025-05,PSW,1.0,107,90
CW500048,2025-05,PNW,0.979,151,99
CW500048,2025-06,NE,0.996,92,70
CW500048,2025-06,MA,0.959,102,96
CW500048,2025-06,SE,0.948,99,97
CW500048,2025-06,MW,0.987,108,99
CW500048,2025-06,TX,0.995,113,107
CW500048,2025-06,MTN,0.971,97,83
CW500048,2025-06,PSW,0.946,168,92
CW500048,2025-06,PNW,0.99,144,93
CW500048,2025-07,NE,0.943,117,72
CW500048,2025-07,MA,0.99,156,91
CW500048,2025-07,SE,0.992,121,92
CW500048,2025-07,MW,0.938,145,98
CW500048,2025-07,TX,0.994,148,104
CW500048,2025-07,MTN,0.936,115,81
CW500048,2025-07,PSW,0.942,49,88
CW500048,2025-07,PNW,0.952,98,103
CW500048,2025-08,NE,0.55,59,90
CW500048,2025-08,MA,0.55,77,96
CW500048,2025-08,SE,0.55,100,109
CW500048,2025-08,MW,0.55,115,109
CW500048,2025-08,TX,0.55,63,125
CW500048,2025-08,MTN,0.55,45,87
CW500048,2025-08,PSW,0.55,102,94
CW500048,2025-08,PNW,0.55,33,105
CW500048,2025-09,NE,0.55,25,80
CW500048,2025-09,MA,0.55,60,105
CW500048,2025-09,SE,0.55,69,96
CW500048,2025-09,MW,0.55,107,98
CW500048,2025-09,TX,0.55,95,114
CW500048,2025-09,MTN,0.55,50,90
CW500048,2025-09,PSW,0.55,28,92
CW500048,2025-09,PNW,0.55,103,94
CW500048,2025-10,NE,0.951,105,64
CW500048,2025-10,MA,0.975,106,75
CW500048,2025-10,SE,0.978,37,73
CW500048,2025-10,MW,0.993,141,82
CW500048,2025-10,TX,0.977,141,85
CW500048,2025-10,MTN,0.984,90,65
CW500048,2025-10,PSW,0.953,82,69
CW500048,2025-10,PNW,0.934,76,77
CW500048,2025-11,NE,0.977,37,58
CW500048,2025-11,MA,0.941,130,78
CW500048,2025-11,SE,0.952,65,77
CW500048,2025-11,MW,0.984,42,72
CW500048,2025-11,TX,0.941,51,80
CW500048,2025-11,MTN,0.961,39,65
CW500048,2025-11,PSW,0.975,69,70
CW500048,2025-11,PNW,0.981,97,69
CW500048,2025-12,NE,0.972,98,58
CW500048,2025-12,MA,0.937,89,74
CW500048,2025-12,SE,0.98,106,75
CW500048,2025-12,MW,0.995,90,67
CW500048,2025-12,TX,0.945,132,83
CW500048,2025-12,MTN,0.998,39,56
CW500048,2025-12,PSW,0.951,106,66
CW500048,2025-12,PNW,0.948,68,73
CW500051,2024-01,NE,0.963,122,99
CW500051,2024-01,MA,0.962,163,85
CW500051,2024-01,SE,0.971,70,76
CW500051,2024-01,MW,0.995,197,118
CW500051,2024-01,TX,0.995,45,86
CW500051,2024-01,MTN,0.965,50,90
CW500051,2024-01,PSW,0.96,103,82
CW500051,2024-01,PNW,0.948,145,96
CW500051,2024-02,NE,0.948,140,104
CW500051,2024-02,MA,0.938,132,94
CW500051,2024-02,SE,0.962,127,73
CW500051,2024-02,MW,0.936,214,134
CW500051,2024-02,TX,0.96,81,96
CW500051,2024-02,MTN,0.977,89,95
CW500051,2024-02,PSW,0.993,65,75
CW500051,2024-02,PNW,0.952,104,102
CW500051,2024-03,NE,0.955,166,117
CW500051,2024-03,MA,0.983,107,95
CW500051,2024-03,SE,0.932,48,92
CW500051,2024-03,MW,0.941,114,146
CW500051,2024-03,TX,0.975,196,105
CW500051,2024-03,MTN,0.968,158,95
CW500051,2024-03,PSW,0.997,95,83
CW500051,2024-03,PNW,0.975,103,111
CW500051,2024-04,NE,0.939,212,123
CW500051,2024-04,MA,0.956,176,109
CW500051,2024-04,SE,0.998,57,92
CW500051,2024-04,MW,0.931,258,166
CW500051,2024-04,TX,0.936,101,114
CW500051,2024-04,MTN,0.974,92,101
CW500051,2024-04,PSW,0.984,158,96
CW500051,2024-04,PNW,0.979,219,118
CW500051,2024-05,NE,0.935,97,136
CW500051,2024-05,MA,0.976,121,117
CW500051,2024-05,SE,0.965,127,99
CW500051,2024-05,MW,0.965,194,160
CW500051,2024-05,TX,0.995,211,114
CW500051,2024-05,MTN,0.938,87,127
CW500051,2024-05,PSW,0.983,138,104
CW500051,2024-05,PNW,0.945,78,126
CW500051,2024-06,NE,0.999,102,131
CW500051,2024-06,MA,0.956,167,122
CW500051,2024-06,SE,0.986,158,91
CW500051,2024-06,MW,0.96,299,173
CW500051,2024-06,TX,0.968,143,128
CW500051,2024-06,MTN,0.931,171,113
CW500051,2024-06,PSW,0.94,190,103
CW500051,2024-06,PNW,0.997,94,120
CW500051,2024-07,NE,0.962,179,134
CW500051,2024-07,MA,0.961,218,128
CW500051,2024-07,SE,0.969,172,94
CW500051,2024-07,MW,0.963,277,153
CW500051,2024-07,TX,0.963,170,122
CW500051,2024-07,MTN,0.977,109,120
CW500051,2024-07,PSW,0.965,60,104
CW500051,2024-07,PNW,0.966,231,120
CW500051,2024-08,NE,0.962,103,128
CW500051,2024-08,MA,0.937,101,109
CW500051,2024-08,SE,0.957,175,91
CW500051,2024-08,MW,0.994,248,144
CW500051,2024-08,TX,0.962,93,125
CW500051,2024-08,MTN,0.986,111,113
CW500051,2024-08,PSW,0.959,124,99
CW500051,2024-08,PNW,0.944,79,121
CW500051,2024-09,NE,0.969,203,117
CW500051,2024-09,MA,0.953,155,113
CW500051,2024-09,SE,0.934,44,92
CW500051,2024-09,MW,0.995,112,148
CW500051,2024-09,TX,0.951,62,108
CW500051,2024-09,MTN,0.939,175,113
CW500051,2024-09,PSW,0.997,82,84
CW500051,2024-09,PNW,0.957,173,107
CW500051,2024-10,NE,0.981,58,106
CW500051,2024-10,MA,0.958,193,104
CW500051,2024-10,SE,0.992,90,76
CW500051,2024-10,MW,0.932,140,144
CW500051,2024-10,TX,0.979,60,101
CW500051,2024-10,MTN,0.95,179,106
CW500051,2024-10,PSW,0.961,168,91
CW500051,2024-10,PNW,0.953,177,98
CW500051,2024-11,NE,0.985,200,105
CW500051,2024-11,MA,0.964,156,93
CW500051,2024-11,SE,0.99,128,70
CW500051,2024-11,MW,0.967,239,131
CW500051,2024-11,TX,0.946,121,103
CW500051,2024-11,MTN,0.935,118,93
CW500051,2024-11,PSW,0.968,140,81
CW500051,2024-11,PNW,0.971,144,99
CW500051,2024-12,NE,0.936,94,96
CW500051,2024-12,MA,0.958,77,100
CW500051,2024-12,SE,0.974,86,73
CW500051,2024-12,MW,0.941,104,133
CW500051,2024-12,TX,0.952,68,96
CW500051,2024-12,MTN,0.976,87,83
CW500051,2024-12,PSW,0.961,78,78
CW500051,2024-12,PNW,0.953,113,98
CW500051,2025-01,NE,0.959,194,106
CW500051,2025-01,MA,0.981,126,99
CW500051,2025-01,SE,0.942,154,82
CW500051,2025-01,MW,0.978,166,121
CW500051,2025-01,TX,0.957,200,106
CW500051,2025-01,MTN,0.956,107,101
CW500051,2025-01,PSW,0.961,139,88
CW500051,2025-01,PNW,0.952,76,101
CW500051,2025-02,NE,0.944,109,62
CW500051,2025-02,MA,0.978,32,52
CW500051,2025-02,SE,0.989,44,44
CW500051,2025-02,MW,0.956,127,72
CW500051,2025-02,TX,0.952,97,57
CW500051,2025-02,MTN,0.989,62,50
CW500051,2025-02,PSW,0.986,26,45
CW500051,2025-02,PNW,0.971,74,61
CW500051,2025-03,NE,0.97,50,60
CW500051,2025-03,MA,0.935,66,68
CW500051,2025-03,SE,0.98,30,46
CW500051,2025-03,MW,0.967,130,74
CW500051,2025-03,TX,0.994,99,58
CW500051,2025-03,MTN,0.984,28,55
CW500051,2025-03,PSW,0.995,79,49
CW500051,2025-03,PNW,0.947,64,62
CW500051,2025-04,NE,0.946,125,75
CW500051,2025-04,MA,0.968,70,61
CW500051,2025-04,SE,0.964,42,52
CW500051,2025-04,MW,0.974,86,91
CW500051,2025-04,TX,0.952,37,66
CW500051,2025-04,MTN,0.947,111,61
CW500051,2025-04,PSW,0.93,96,62
CW500051,2025-04,PNW,0.938,86,69
CW500051,2025-05,NE,0.996,86,134
CW500051,2025-05,MA,0.99,169,127
CW500051,2025-05,SE,0.977,124,98
CW500051,2025-05,MW,0.942,117,174
CW500051,2025-05,TX,0.995,242,129
CW500051,2025-05,MTN,0.995,203,114
CW500051,2025-05,PSW,0.95,194,112
CW500051,2025-05,PNW,0.975,232,133
CW500051,2025-06,NE,0.944,70,130
CW500051,2025-06,MA,0.982,136,120
CW500051,2025-06,SE,0.949,94,111
CW500051,2025-06,MW,0.939,193,164
CW500051,2025-06,TX,0.966,273,145
CW500051,2025-06,MTN,0.996,238,126
CW500051,2025-06,PSW,0.981,159,110
CW500051,2025-06,PNW,0.934,181,140
CW500051,2025-07,NE,0.939,170,146
CW500051,2025-07,MA,0.935,104,142
CW500051,2025-07,SE,0.942,72,104
CW500051,2025-07,MW,0.97,191,158
CW500051,2025-07,TX,0.996,128,124
CW500051,2025-07,MTN,0.968,160,116
CW500051,2025-07,PSW,0.938,193,105
CW500051,2025-07,PNW,0.948,243,140
CW500051,2025-08,NE,0.998,169,120
CW500051,2025-08,MA,0.971,68,122
CW500051,2025-08,SE,0.98,77,103
CW500051,2025-08,MW,0.996,188,166
CW500051,2025-08,TX,0.948,166,137
CW500051,2025-08,MTN,0.981,167,113
CW500051,2025-08,PSW,0.956,159,100
CW500051,2025-08,PNW,0.99,91,122
CW500051,2025-09,NE,0.98,93,119
CW500051,2025-09,MA,0.944,106,121
CW500051,2025-09,SE,0.975,50,96
CW500051,2025-09,MW,0.933,133,162
CW500051,2025-09,TX,1.0,110,111
CW500051,2025-09,MTN,0.938,89,108
CW500051,2025-09,PSW,0.951,142,105
CW500051,2025-09,PNW,0.932,208,126
CW500051,2025-10,NE,0.932,85,124
CW500051,2025-10,MA,0.973,150,99
CW500051,2025-10,SE,0.941,54,92
CW500051,2025-10,MW,0.961,131,148
CW500051,2025-10,TX,0.998,77,117
CW500051,2025-10,MTN,0.957,76,109
CW500051,2025-10,PSW,0.995,68,94
CW500051,2025-10,PNW,0.953,192,106
CW500051,2025-11,NE,0.953,116,113
CW500051,2025-11,MA,0.975,52,104
CW500051,2025-11,SE,0.95,155,85
CW500051,2025-11,MW,0.959,80,132
CW500051,2025-11,TX,0.979,148,105
CW500051,2025-11,MTN,0.942,69,100
CW500051,2025-11,PSW,0.947,66,95
CW500051,2025-11,PNW,0.978,126,107
CW500051,2025-12,NE,0.967,63,111
CW500051,2025-12,MA,0.979,141,98
CW500051,2025-12,SE,0.94,131,88
CW500051,2025-12,MW,0.954,139,126
CW500051,2025-12,TX,0.958,151,98
CW500051,2025-12,MTN,0.968,116,94
CW500051,2025-12,PSW,0.978,115,82
CW500051,2025-12,PNW,0.94,104,106
CW500054,2024-01,NE,0.966,169,116
CW500054,2024-01,MA,0.966,93,105
CW500054,2024-01,SE,0.959,60,102
CW500054,2024-01,MW,0.99,153,81
CW500054,2024-01,TX,0.975,73,91
CW500054,2024-01,MTN,0.956,77,96
CW500054,2024-01,PSW,0.975,182,111
CW500054,2024-01,PNW,0.969,117,85
CW500054,2024-02,NE,0.992,164,124
CW500054,2024-02,MA,0.933,197,122
CW500054,2024-02,SE,0.963,59,102
CW500054,2024-02,MW,0.965,75,91
CW500054,2024-02,TX,0.996,60,97
CW500054,2024-02,MTN,0.997,106,105
CW500054,2024-02,PSW,0.988,206,127
CW500054,2024-02,PNW,0.937,80,95
CW500054,2024-03,NE,0.984,148,130
CW500054,2024-03,MA,0.96,171,139
CW500054,2024-03,SE,0.934,148,117
CW500054,2024-03,MW,0.94,137,103
CW500054,2024-03,TX,0.932,68,114
CW500054,2024-03,MTN,0.974,207,107
CW500054,2024-03,PSW,0.931,163,149
CW500054,2024-03,PNW,0.992,145,93
CW500054,2024-04,NE,0.944,262,158
CW500054,2024-04,MA,0.946,100,152
CW500054,2024-04,SE,1.0,146,116
CW500054,2024-04,MW,0.97,54,106
CW500054,2024-04,TX,0.94,144,115
CW500054,2024-04,MTN,0.99,193,116
CW500054,2024-04,PSW,0.951,113,166
CW500054,2024-04,PNW,0.979,79,102
CW500054,2024-05,NE,0.986,250,161
CW500054,2024-05,MA,0.949,181,156
CW500054,2024-05,SE,0.969,60,123
CW500054,2024-05,MW,0.931,144,120
CW500054,2024-05,TX,0.984,130,115
CW500054,2024-05,MTN,0.944,214,128
CW500054,2024-05,PSW,0.934,248,161
CW500054,2024-05,PNW,0.936,172,126
CW500054,2024-06,NE,0.967,299,163
CW500054,2024-06,MA,0.965,154,166
CW500054,2024-06,SE,0.934,226,131
CW500054,2024-06,MW,0.954,192,133
CW500054,2024-06,TX,0.943,128,129
CW500054,2024-06,MTN,0.996,232,124
CW500054,2024-06,PSW,0.945,116,171
CW500054,2024-06,PNW,0.986,146,114
CW500054,2024-07,NE,0.996,252,142
CW500054,2024-07,MA,0.936,193,162
CW500054,2024-07,SE,0.965,172,138
CW500054,2024-07,MW,0.976,78,126
CW500054,2024-07,TX,0.943,174,118
CW500054,2024-07,MTN,0.969,193,130
CW500054,2024-07,PSW,0.932,296,165
CW500054,2024-07,PNW,0.944,82,115
CW500054,2024-08,NE,0.971,305,157
CW500054,2024-08,MA,0.974,191,155
CW500054,2024-08,SE,0.947,225,127
CW500054,2024-08,MW,0.981,68,118
CW500054,2024-08,TX,0.972,163,119
CW500054,2024-08,MTN,0.937,240,134
CW500054,2024-08,PSW,0.964,266,168
CW500054,2024-08,PNW,0.946,188,123
CW500054,2024-09,NE,0.97,214,139
CW500054,2024-09,MA,0.961,179,144
CW500054,2024-09,SE,0.963,80,115
CW500054,2024-09,MW,0.939,130,108
CW500054,2024-09,TX,0.93,158,104
CW500054,2024-09,MTN,0.966,156,116
CW500054,2024-09,PSW,0.935,65,139
CW500054,2024-09,PNW,0.944,142,114
CW500054,2024-10,NE,0.991,92,132
CW500054,2024-10,MA,0.938,187,139
CW500054,2024-10,SE,0.953,97,110
CW500054,2024-10,MW,0.999,51,90
CW500054,2024-10,TX,0.969,69,101
CW500054,2024-10,MTN,0.951,59,104
CW500054,2024-10,PSW,0.972,119,128
CW500054,2024-10,PNW,0.991,66,99
CW500054,2024-11,NE,0.985,157,117
CW500054,2024-11,MA,0.976,97,121
CW500054,2024-11,SE,0.96,92,105
CW500054,2024-11,MW,0.969,143,92
CW500054,2024-11,TX,0.969,133,90
CW500054,2024-11,MTN,0.955,187,113
CW500054,2024-11,PSW,0.972,163,122
CW500054,2024-11,PNW,0.952,86,93
CW500054,2024-12,NE,0.988,55,112
CW500054,2024-12,MA,0.982,133,118
CW500054,2024-12,SE,0.939,97,107
CW500054,2024-12,MW,0.972,108,94
CW500054,2024-12,TX,0.933,105,93
CW500054,2024-12,MTN,0.96,125,103
CW500054,2024-12,PSW,0.976,214,132
CW500054,2024-12,PNW,0.95,148,95
CW500054,2025-01,NE,0.954,95,138
CW500054,2025-01,MA,0.996,228,126
CW500054,2025-01,SE,0.961,60,99
CW500054,2025-01,MW,0.947,133,93
CW500054,2025-01,TX,0.96,141,96
CW500054,2025-01,MTN,0.983,182,107
CW500054,2025-01,PSW,0.95,128,126
CW500054,2025-01,PNW,0.942,54,100
CW500054,2025-02,NE,0.939,330,197
CW500054,2025-02,MA,0.965,355,195
CW500054,2025-02,SE,0.961,206,151
CW500054,2025-02,MW,0.959,155,144
CW500054,2025-02,TX,0.945,147,142
CW500054,2025-02,MTN,0.976,308,161
CW500054,2025-02,PSW,0.95,286,202
CW500054,2025-02,PNW,0.987,154,151
CW500054,2025-03,NE,0.965,384,215
CW500054,2025-03,MA,0.997,287,201
CW500054,2025-03,SE,0.99,273,176
CW500054,2025-03,MW,0.999,248,156
CW500054,2025-03,TX,0.987,166,170
CW500054,2025-03,MTN,0.971,232,181
CW500054,2025-03,PSW,0.975,348,204
CW500054,2025-03,PNW,0.947,101,157
CW500054,2025-04,NE,0.935,162,239
CW500054,2025-04,MA,0.954,153,220
CW500054,2025-04,SE,0.948,97,190
CW500054,2025-04,MW,0.987,251,172
CW500054,2025-04,TX,0.931,171,177
CW500054,2025-04,MTN,0.944,255,182
CW500054,2025-04,PSW,0.985,306,218
CW500054,2025-04,PNW,0.987,162,178
CW500054,2025-05,NE,0.984,111,163
CW500054,2025-05,MA,0.94,208,174
CW500054,2025-05,SE,0.942,223,141
CW500054,2025-05,MW,0.986,180,129
CW500054,2025-05,TX,0.949,220,124
CW500054,2025-05,MTN,0.949,227,152
CW500054,2025-05,PSW,0.97,151,166
CW500054,2025-05,PNW,0.983,225,132
CW500054,2025-06,NE,0.997,200,169
CW500054,2025-06,MA,0.944,173,177
CW500054,2025-06,SE,0.959,91,149
CW500054,2025-06,MW,0.978,228,120
CW500054,2025-06,TX,0.991,195,135
CW500054,2025-06,MTN,0.971,92,142
CW500054,2025-06,PSW,0.959,113,165
CW500054,2025-06,PNW,0.988,233,136
CW500054,2025-07,NE,0.998,224,168
CW500054,2025-07,MA,0.973,186,152
CW500054,2025-07,SE,0.966,139,140
CW500054,2025-07,MW,0.933,183,133
CW500054,2025-07,TX,0.944,117,124
CW500054,2025-07,MTN,0.982,94,130
CW500054,2025-07,PSW,0.939,88,175
CW500054,2025-07,PNW,0.95,158,125
CW500054,2025-08,NE,0.966,242,160
CW500054,2025-08,MA,0.938,249,152
CW500054,2025-08,SE,0.999,122,131
CW500054,2025-08,MW,0.941,216,132
CW500054,2025-08,TX,0.932,77,122
CW500054,2025-08,MTN,0.986,181,131
CW500054,2025-08,PSW,0.998,294,173
CW500054,2025-08,PNW,0.984,128,118
CW500054,2025-09,NE,0.959,213,147
CW500054,2025-09,MA,0.954,149,151
CW500054,2025-09,SE,0.972,201,131
CW500054,2025-09,MW,0.938,214,127
CW500054,2025-09,TX,0.966,104,110
CW500054,2025-09,MTN,0.931,183,141
CW500054,2025-09,PSW,0.957,225,152
CW500054,2025-09,PNW,0.966,209,113
CW500054,2025-10,NE,0.959,105,145
CW500054,2025-10,MA,0.936,77,138
CW500054,2025-10,SE,0.967,68,119
CW500054,2025-10,MW,0.946,175,105
CW500054,2025-10,TX,0.986,117,100
CW500054,2025-10,MTN,0.969,74,122
CW500054,2025-10,PSW,0.999,157,139
CW500054,2025-10,PNW,0.975,117,106
CW500054,2025-11,NE,0.972,220,128
CW500054,2025-11,MA,0.997,98,133
CW500054,2025-11,SE,0.959,143,101
CW500054,2025-11,MW,0.983,157,94
CW500054,2025-11,TX,0.986,72,98
CW500054,2025-11,MTN,0.966,133,118
CW500054,2025-11,PSW,0.974,219,139
CW500054,2025-11,PNW,0.952,148,105
CW500054,2025-12,NE,0.971,136,133
CW500054,2025-12,MA,0.936,86,133
CW500054,2025-12,SE,0.933,186,115
CW500054,2025-12,MW,0.999,141,103
CW500054,2025-12,TX,0.94,105,105
CW500054,2025-12,MTN,0.972,147,117
CW500054,2025-12,PSW,0.983,101,127
CW500054,2025-12,PNW,0.979,193,104
CW500057,2024-01,NE,0.964,36,53
CW500057,2024-01,MA,0.938,63,41
CW500057,2024-01,SE,0.944,41,54
CW500057,2024-01,MW,0.988,27,37
CW500057,2024-01,TX,0.982,59,43
CW500057,2024-01,MTN,0.949,53,37
CW500057,2024-01,PSW,0.971,40,36
CW500057,2024-01,PNW,0.932,62,41
CW500057,2024-02,NE,0.953,29,55
CW500057,2024-02,MA,0.942,50,38
CW500057,2024-02,SE,0.955,94,62
CW500057,2024-02,MW,0.931,38,47
CW500057,2024-02,TX,0.953,77,45
CW500057,2024-02,MTN,0.946,66,42
CW500057,2024-02,PSW,0.98,35,39
CW500057,2024-02,PNW,0.933,57,42
CW500057,2024-03,NE,0.942,45,64
CW500057,2024-03,MA,0.954,72,48
CW500057,2024-03,SE,0.97,104,61
CW500057,2024-03,MW,0.99,36,43
CW500057,2024-03,TX,0.939,75,55
CW500057,2024-03,MTN,0.964,69,42
CW500057,2024-03,PSW,0.956,47,42
CW500057,2024-03,PNW,0.993,24,44
CW500057,2024-04,NE,0.941,54,72
CW500057,2024-04,MA,0.996,79,50
CW500057,2024-04,SE,0.963,118,70
CW500057,2024-04,MW,0.933,46,53
CW500057,2024-04,TX,0.946,87,60
CW500057,2024-04,MTN,0.97,50,47
CW500057,2024-04,PSW,0.98,49,45
CW500057,2024-04,PNW,0.984,76,48
CW500057,2024-05,NE,0.969,124,68
CW500057,2024-05,MA,0.979,93,53
CW500057,2024-05,SE,0.939,36,68
CW500057,2024-05,MW,0.983,64,51
CW500057,2024-05,TX,0.974,103,59
CW500057,2024-05,MTN,0.955,46,46
CW500057,2024-05,PSW,0.976,27,45
CW500057,2024-05,PNW,0.968,43,52
CW500057,2024-06,NE,0.934,62,73
CW500057,2024-06,MA,0.942,107,57
CW500057,2024-06,SE,0.944,126,71
CW500057,2024-06,MW,0.943,92,53
CW500057,2024-06,TX,0.946,56,62
CW500057,2024-06,MTN,0.995,32,49
CW500057,2024-06,PSW,0.935,84,47
CW500057,2024-06,PNW,0.953,32,55
CW500057,2024-07,NE,0.994,111,72
CW500057,2024-07,MA,0.965,38,54
CW500057,2024-07,SE,0.958,95,73
CW500057,2024-07,MW,0.996,38,54
CW500057,2024-07,TX,0.942,65,61
CW500057,2024-07,MTN,0.947,49,52
CW500057,2024-07,PSW,0.946,26,49
CW500057,2024-07,PNW,0.992,40,53
CW500057,2024-08,NE,0.958,114,66
CW500057,2024-08,MA,0.998,93,49
CW500057,2024-08,SE,0.967,99,69
CW500057,2024-08,MW,0.954,79,52
CW500057,2024-08,TX,0.936,41,56
CW500057,2024-08,MTN,0.979,51,44
CW500057,2024-08,PSW,0.978,43,49
CW500057,2024-08,PNW,0.934,55,49
CW500057,2024-09,NE,0.985,84,62
CW500057,2024-09,MA,0.983,85,46
CW500057,2024-09,SE,0.96,114,60
CW500057,2024-09,MW,0.985,73,50
CW500057,2024-09,TX,0.96,70,57
CW500057,2024-09,MTN,0.944,69,43
CW500057,2024-09,PSW,0.933,45,46
CW500057,2024-09,PNW,0.99,40,46
CW500057,2024-10,NE,0.96,34,57
CW500057,2024-10,MA,0.966,49,44
CW500057,2024-10,SE,0.966,47,57
CW500057,2024-10,MW,0.972,48,43
CW500057,2024-10,TX,0.963,72,46
CW500057,2024-10,MTN,0.966,77,43
CW500057,2024-10,PSW,0.937,71,40
CW500057,2024-10,PNW,0.971,65,46
CW500057,2024-11,NE,0.977,35,57
CW500057,2024-11,MA,0.979,27,39
CW500057,2024-11,SE,0.962,39,54
CW500057,2024-11,MW,0.94,22,41
CW500057,2024-11,TX,0.999,57,44
CW500057,2024-11,MTN,0.932,31,44
CW500057,2024-11,PSW,0.96,35,41
CW500057,2024-11,PNW,0.935,52,41
CW500057,2024-12,NE,0.965,95,53
CW500057,2024-12,MA,0.948,25,40
CW500057,2024-12,SE,0.938,30,60
CW500057,2024-12,MW,0.952,39,40
CW500057,2024-12,TX,0.951,66,48
CW500057,2024-12,MTN,0.981,26,36
CW500057,2024-12,PSW,0.989,27,35
CW500057,2024-12,PNW,0.981,32,38
CW500057,2025-01,NE,0.96,91,56
CW500057,2025-01,MA,0.936,22,41
CW500057,2025-01,SE,0.983,96,56
CW500057,2025-01,MW,0.997,33,38
CW500057,2025-01,TX,0.937,62,51
CW500057,2025-01,MTN,0.988,24,38
CW500057,2025-01,PSW,0.996,68,38
CW500057,2025-01,PNW,0.978,52,39
CW500057,2025-02,NE,0.982,46,58
CW500057,2025-02,MA,0.961,34,40
CW500057,2025-02,SE,0.964,55,60
CW500057,2025-02,MW,0.973,41,45
CW500057,2025-02,TX,0.943,68,49
CW500057,2025-02,MTN,0.932,52,46
CW500057,2025-02,PSW,0.987,39,41
CW500057,2025-02,PNW,0.944,91,49
CW500057,2025-03,NE,0.997,68,61
CW500057,2025-03,MA,0.988,78,48
CW500057,2025-03,SE,0.978,68,62
CW500057,2025-03,MW,0.969,92,52
CW500057,2025-03,TX,0.941,68,52
CW500057,2025-03,MTN,0.968,68,43
CW500057,2025-03,PSW,0.97,69,44
CW500057,2025-03,PNW,0.955,72,48
CW500057,2025-04,NE,0.954,121,70
CW500057,2025-04,MA,0.968,28,54
CW500057,2025-04,SE,0.959,128,78
CW500057,2025-04,MW,0.966,78,51
CW500057,2025-04,TX,0.958,83,60
CW500057,2025-04,MTN,0.937,99,54
CW500057,2025-04,PSW,0.998,45,49
CW500057,2025-04,PNW,0.943,58,53
CW500057,2025-05,NE,0.975,35,69
CW500057,2025-05,MA,0.961,94,59
CW500057,2025-05,SE,0.949,138,74
CW500057,2025-05,MW,0.956,106,61
CW500057,2025-05,TX,0.976,67,61
CW500057,2025-05,MTN,0.931,57,52
CW500057,2025-05,PSW,0.947,32,48
CW500057,2025-05,PNW,0.936,69,53
CW500057,2025-06,NE,0.994,125,69
CW500057,2025-06,MA,0.978,51,58
CW500057,2025-06,SE,0.94,47,77
CW500057,2025-06,MW,0.973,66,54
CW500057,2025-06,TX,0.964,44,62
CW500057,2025-06,MTN,0.997,100,55
CW500057,2025-06,PSW,0.994,51,51
CW500057,2025-06,PNW,0.991,75,56
CW500057,2025-07,NE,0.998,95,75
CW500057,2025-07,MA,0.97,38,56
CW500057,2025-07,SE,0.996,41,77
CW500057,2025-07,MW,0.956,76,54
CW500057,2025-07,TX,0.97,98,58
CW500057,2025-07,MTN,0.964,43,54
CW500057,2025-07,PSW,0.953,48,54
CW500057,2025-07,PNW,0.987,82,56
CW500057,2025-08,NE,0.993,92,70
CW500057,2025-08,MA,0.952,66,50
CW500057,2025-08,SE,0.987,94,70
CW500057,2025-08,MW,0.931,83,59
CW500057,2025-08,TX,0.968,118,62
CW500057,2025-08,MTN,0.937,58,49
CW500057,2025-08,PSW,0.952,35,47
CW500057,2025-08,PNW,0.997,56,49
CW500057,2025-09,NE,0.98,36,66
CW500057,2025-09,MA,0.984,31,47
CW500057,2025-09,SE,0.931,78,68
CW500057,2025-09,MW,0.941,77,50
CW500057,2025-09,TX,0.99,95,55
CW500057,2025-09,MTN,0.962,86,49
CW500057,2025-09,PSW,0.999,42,46
CW500057,2025-09,PNW,0.992,94,51
CW500057,2025-10,NE,0.955,29,60
CW500057,2025-10,MA,0.985,80,47
CW500057,2025-10,SE,0.971,97,67
CW500057,2025-10,MW,0.933,68,51
CW500057,2025-10,TX,0.953,52,50
CW500057,2025-10,MTN,0.988,52,41
CW500057,2025-10,PSW,0.961,21,42
CW500057,2025-10,PNW,0.941,45,49
CW500057,2025-11,NE,0.997,51,53
CW500057,2025-11,MA,0.941,46,43
CW500057,2025-11,SE,0.966,45,64
CW500057,2025-11,MW,0.969,36,47
CW500057,2025-11,TX,0.984,43,49
CW500057,2025-11,MTN,0.982,77,39
